,movieid,moviename,genres
10211,252360,In the Name of the King III,12
10212,252360,In the Name of the King III,18
10213,252360,In the Name of the King III,14
10214,256740,Wicked Blood,28
10215,256740,Wicked Blood,18
10216,256740,Wicked Blood,53
10217,299145,Stranded,18
10218,241766,Lords of London,80
10219,241766,Lords of London,9648
10220,241766,Lords of London,53
10221,12535,High Anxiety,35
10222,12535,High Anxiety,10402
10223,1667,March of the Penguins,99
10224,1667,March of the Penguins,10751
10225,50839,Margin Call,53
10226,50839,Margin Call,18
10227,86549,August,18
10228,13973,Choke,35
10229,13973,Choke,18
10230,244786,Whiplash,18
10231,598,City of God,18
10232,598,City of God,80
10233,11129,Human Traffic,35
10234,11129,Human Traffic,18
10235,75861,To Write Love on Her Arms,18
10236,75861,To Write Love on Her Arms,10402
10237,13551,The Dead Girl,9648
10238,13551,The Dead Girl,18
10239,13551,The Dead Girl,80
10240,13551,The Dead Girl,53
10241,103663,The Hunt,18
10242,850,A Christmas Story,35
10243,850,A Christmas Story,10751
10244,12586,Bella,18
10245,12586,Bella,10749
10246,11564,Class of 1984,28
10247,11564,Class of 1984,18
10248,11564,Class of 1984,27
10249,11564,Class of 1984,80
10250,11564,Class of 1984,53
10251,301748,The Opposite Sex,35
10252,108346,Dreaming of Joseph Lees,10749
10253,108346,Dreaming of Joseph Lees,18
10254,8841,The Class,18
10255,805,Rosemary's Baby,27
10256,805,Rosemary's Baby,18
10257,805,Rosemary's Baby,9648
10258,11697,The Man Who Shot Liberty Valance,37
10259,22051,Adam,18
10260,22051,Adam,10749
10261,436,Maria Full of Grace,18
10262,436,Maria Full of Grace,53
10263,436,Maria Full of Grace,80
10264,55347,Beginners,18
10265,55347,Beginners,10749
10266,55347,Beginners,35
10267,10070,Feast,28
10268,10070,Feast,35
10269,10070,Feast,27
10270,8469,Animal House,35
10271,658,Goldfinger,12
10272,658,Goldfinger,28
10273,658,Goldfinger,53
10274,125490,Antiviral,878
10275,125490,Antiviral,27
10276,1585,It's a Wonderful Life,18
10277,1585,It's a Wonderful Life,10751
10278,1585,It's a Wonderful Life,14
10279,627,Trainspotting,18
10280,627,Trainspotting,80
10281,23618,The Original Kings of Comedy,35
10282,41436,Paranormal Activity 2,27
10283,41436,Paranormal Activity 2,53
10284,10162,Waking Ned,35
10285,10162,Waking Ned,10749
10286,1430,Bowling for Columbine,99
10287,259943,Coming Home,18
10288,10014,A Nightmare on Elm Street Part 2: Freddy's Revenge,27
10289,11257,A Room with a View,18
10290,11257,A Room with a View,10749
10291,158015,The Purge,878
10292,158015,The Purge,27
10293,158015,The Purge,53
10294,82507,Sinister,27
10295,82507,Sinister,53
10296,82507,Sinister,9648
10297,20337,Martin Lawrence Live: Runteldat,35
10298,261,Cat on a Hot Tin Roof,18
10299,261,Cat on a Hot Tin Roof,10749
10300,1685,Beneath the Planet of the Apes,12
10301,1685,Beneath the Planet of the Apes,878
10302,1685,Beneath the Planet of the Apes,9648
10303,20737,Air Bud,35
10304,20737,Air Bud,10751
10305,20737,Air Bud,18
10306,10991,Pokémon: Spell of the Unknown,12
10307,10991,Pokémon: Spell of the Unknown,14
10308,10991,Pokémon: Spell of the Unknown,16
10309,10991,Pokémon: Spell of the Unknown,28
10310,10991,Pokémon: Spell of the Unknown,10751
10311,10225,Friday the 13th Part VI: Jason Lives,27
10312,10225,Friday the 13th Part VI: Jason Lives,9648
10313,10225,Friday the 13th Part VI: Jason Lives,53
10314,826,The Bridge on the River Kwai,18
10315,826,The Bridge on the River Kwai,36
10316,826,The Bridge on the River Kwai,10752
10317,34086,Spaced Invaders,35
10318,34086,Spaced Invaders,10751
10319,34086,Spaced Invaders,878
10320,5854,Family Plot,35
10321,5854,Family Plot,80
10322,5854,Family Plot,53
10323,284,The Apartment,35
10324,284,The Apartment,18
10325,284,The Apartment,10749
10326,10285,Jason Goes to Hell: The Final Friday,14
10327,10285,Jason Goes to Hell: The Final Friday,27
10328,10285,Jason Goes to Hell: The Final Friday,53
10329,5780,Torn Curtain,9648
10330,5780,Torn Curtain,53
10331,292,Dave Chappelle's Block Party,35
10332,292,Dave Chappelle's Block Party,99
10333,292,Dave Chappelle's Block Party,10402
10334,223485,Slow West,10749
10335,223485,Slow West,53
10336,223485,Slow West,37
10337,29463,Krush Groove,18
10338,29463,Krush Groove,10402
10339,29463,Krush Groove,10749
10340,18065,Next Day Air,28
10341,18065,Next Day Air,35
10342,18065,Next Day Air,80
10343,22013,Elmer Gantry,18
10344,821,Judgment at Nuremberg,18
10345,821,Judgment at Nuremberg,36
10346,53862,Trippin',35
10347,53862,Trippin',10749
10348,3089,Red River,37
10349,30139,Phat Girlz,35
10350,30139,Phat Girlz,10749
10351,132344,Before Midnight,10749
10352,132344,Before Midnight,18
10353,15582,Teen Wolf Too,35
10354,15582,Teen Wolf Too,14
10355,15582,Teen Wolf Too,10751
10356,15158,Phantasm II,28
10357,15158,Phantasm II,27
10358,15158,Phantasm II,878
10359,15158,Phantasm II,53
10360,44634,Woman Thou Art Loosed,18
10361,30309,Real Women Have Curves,35
10362,30309,Real Women Have Curves,18
10363,7509,Water,18
10364,7509,Water,10769
10365,7509,Water,10749
10366,10557,East Is East,35
10367,23531,Whipped,35
10368,23531,Whipped,10749
10369,28005,Kama Sutra - A Tale of Love,18
10370,28005,Kama Sutra - A Tale of Love,36
10371,28005,Kama Sutra - A Tale of Love,10749
10372,40247,Please Give,35
10373,40247,Please Give,18
10374,252,Willy Wonka & the Chocolate Factory,10751
10375,252,Willy Wonka & the Chocolate Factory,14
10376,24126,Warlock: The Armageddon,14
10377,24126,Warlock: The Armageddon,27
10378,24126,Warlock: The Armageddon,878
10379,13982,8 Heads in a Duffel Bag,35
10380,13982,8 Heads in a Duffel Bag,80
10381,16642,Days of Heaven,18
10382,16642,Days of Heaven,10749
10383,17734,Thirteen Conversations About One Thing,18
10384,18892,Jawbreaker,35
10385,549,Basquiat,18
10386,549,Basquiat,36
10387,121986,Frances Ha,35
10388,121986,Frances Ha,18
10389,868,Tsotsi,80
10390,868,Tsotsi,18
10391,10683,Happiness,35
10392,10683,Happiness,18
10393,17995,DysFunktional Family,35
10394,17995,DysFunktional Family,99
10395,246403,Tusk,35
10396,246403,Tusk,27
10397,670,Oldboy,18
10398,670,Oldboy,53
10399,670,Oldboy,9648
10400,670,Oldboy,28
10401,35691,Letters to God,28
10402,35691,Letters to God,18
10403,35691,Letters to God,10751
10404,35691,Letters to God,53
10405,49010,Hobo with a Shotgun,28
10406,49010,Hobo with a Shotgun,35
10407,49010,Hobo with a Shotgun,53
10408,317930,Compadres,28
10409,317930,Compadres,35
10410,11229,Freeway,35
10411,11229,Freeway,18
10412,11229,Freeway,53
10413,22488,Love's Abiding Joy,10770
10414,22488,Love's Abiding Joy,28
10415,22488,Love's Abiding Joy,18
10416,22488,Love's Abiding Joy,10751
10417,24469,Fish Tank,18
10418,82533,Damsels in Distress,35
10419,82533,Damsels in Distress,10749
10420,50942,Creature,27
10421,50942,Creature,878
10422,50942,Creature,53
10423,84174,Bachelorette,35
10424,84174,Bachelorette,10749
10425,34099,Brave New Girl,18
10426,34099,Brave New Girl,10402
10427,34099,Brave New Girl,10751
10428,79940,Tim and Eric's Billion Dollar Movie,35
10429,342,Summer Storm,35
10430,342,Summer Storm,18
10431,281230,Fort McCoy,10752
10432,281230,Fort McCoy,18
10433,281230,Fort McCoy,36
10434,38033,Chain Letter,27
10435,38033,Chain Letter,53
10436,100975,Just Looking,18
10437,100975,Just Looking,35
10438,38541,The Divide,878
10439,39563,The Eclipse,18
10440,39563,The Eclipse,27
10441,39563,The Eclipse,10749
10442,234212,Demonic,53
10443,234212,Demonic,27
10444,27404,My Big Fat Independent Movie,35
10445,170480,The Deported,35
10446,170480,The Deported,10751
10447,71866,Tanner Hall,18
10448,192210,Open Road,28
10449,192210,Open Road,18
10450,192210,Open Road,53
10451,180296,They Came Together,35
10452,157058,30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,35
10453,70006,Never Back Down 2: The Beatdown,18
10454,70006,Never Back Down 2: The Beatdown,28
10455,26039,Point Blank,28
10456,26039,Point Blank,80
10457,26039,Point Blank,18
10458,26039,Point Blank,53
10459,79587,Four Single Fathers,18
10460,79587,Four Single Fathers,35
10461,176077,Enter the Dangerous Mind,53
10462,260947,Something Wicked,9648
10463,260947,Something Wicked,53
10464,342502,AWOL-72,53
10465,43213,Chicago Overcoat,28
10466,43213,Chicago Overcoat,80
10467,43213,Chicago Overcoat,53
10468,44594,Barry Munday,35
10469,44594,Barry Munday,18
10470,44594,Barry Munday,10749
10471,666,Central Station,18
10472,248,Pocketful of Miracles,35
10473,248,Pocketful of Miracles,18
10474,325173,Close Range,80
10475,325173,Close Range,28
10476,55831,Boynton Beach Club,35
10477,55831,Boynton Beach Club,18
10478,55831,Boynton Beach Club,10749
10479,351043,Amnesiac,53
10480,351043,Amnesiac,9648
10481,351043,Amnesiac,18
10482,351043,Amnesiac,27
10483,43942,Freakonomics,99
10484,10226,High Tension,27
10485,10226,High Tension,53
10486,10226,High Tension,9648
10487,66942,Griff the Invisible,10749
10488,66942,Griff the Invisible,35
10489,66942,Griff the Invisible,18
10490,356483,Unnatural,53
10491,356483,Unnatural,28
10492,356483,Unnatural,27
10493,10476,Hustle & Flow,18
10494,239,Some Like It Hot,35
10495,239,Some Like It Hot,10749
10496,10281,Friday the 13th Part VII: The New Blood,27
10497,10281,Friday the 13th Part VII: The New Blood,53
10498,630,The Wizard of Oz,12
10499,630,The Wizard of Oz,10751
10500,630,The Wizard of Oz,14
10501,3034,Young Frankenstein,35
10502,3034,Young Frankenstein,878
10503,13025,Diary of the Dead,27
10504,13025,Diary of the Dead,28
10505,13025,Diary of the Dead,878
10506,21461,Lage Raho Munna Bhai,35
10507,21461,Lage Raho Munna Bhai,18
10508,21461,Lage Raho Munna Bhai,10749
10509,55306,Ulee's Gold,18
10510,17264,The Black Stallion,12
10511,17264,The Black Stallion,10751
10512,16016,Journey to Saturn,28
10513,16016,Journey to Saturn,12
10514,16016,Journey to Saturn,16
10515,16016,Journey to Saturn,35
10516,16016,Journey to Saturn,878
10517,15875,Donovan's Reef,12
10518,15875,Donovan's Reef,35
10519,15875,Donovan's Reef,10749
10520,5900,The Dress,35
10521,5900,The Dress,18
10522,43306,A Guy Named Joe,18
10523,43306,A Guy Named Joe,10749
10524,43306,A Guy Named Joe,10752
10525,11072,Blazing Saddles,37
10526,11072,Blazing Saddles,35
10527,9730,Friday the 13th: The Final Chapter,27
10528,9730,Friday the 13th: The Final Chapter,53
10529,209274,Ida,18
10530,26371,Maurice,18
10531,26371,Maurice,10749
10532,14137,Beer League,35
10533,291,Riding Giants,99
10534,14139,Timecrimes,878
10535,14139,Timecrimes,53
10536,33106,Silver Medalist,28
10537,33106,Silver Medalist,12
10538,33106,Silver Medalist,35
10539,33106,Silver Medalist,18
10540,33106,Silver Medalist,10769
10541,8875,Timber Falls,27
10542,8875,Timber Falls,53
10543,872,Singin' in the Rain,35
10544,872,Singin' in the Rain,10402
10545,872,Singin' in the Rain,10749
10546,72914,"Fat, Sick & Nearly Dead",99
10547,139038,A Haunted House,35
10548,139038,A Haunted House,27
10549,126509,2016: Obama's America,99
10550,9591,That Thing You Do!,35
10551,9591,That Thing You Do!,18
10552,10676,Halloween III: Season of the Witch,27
10553,10676,Halloween III: Season of the Witch,9648
10554,10676,Halloween III: Season of the Witch,878
10555,1687,Escape from the Planet of the Apes,28
10556,1687,Escape from the Planet of the Apes,878
10557,24748,Hud,28
10558,24748,Hud,18
10559,24748,Hud,37
10560,181330,Kevin Hart: Let Me Explain,35
10561,181330,Kevin Hart: Let Me Explain,99
10562,468,My Own Private Idaho,18
10563,468,My Own Private Idaho,10749
10564,401,Garden State,35
10565,401,Garden State,18
10566,401,Garden State,10749
10567,76,Before Sunrise,18
10568,76,Before Sunrise,10749
10569,50538,Evil Words,27
10570,50538,Evil Words,9648
10571,50538,Evil Words,53
10572,25636,Jesus' Son,35
10573,25636,Jesus' Son,18
10574,25636,Jesus' Son,10749
10575,19316,Saving Face,35
10576,19316,Saving Face,10749
10577,21074,Brick Lane,18
10578,84329,Robot & Frank,878
10579,84329,Robot & Frank,35
10580,84329,Robot & Frank,18
10581,84329,Robot & Frank,80
10582,20,My Life Without Me,18
10583,20,My Life Without Me,10749
10584,157386,The Spectacular Now,35
10585,157386,The Spectacular Now,18
10586,157386,The Spectacular Now,10749
10587,13007,Religulous,35
10588,13007,Religulous,99
10589,13518,Fuel,99
10590,13518,Fuel,18
10591,116584,Valley of the Heart's Delight,18
10592,46849,Eye of the Dolphin,18
10593,40428,8: The Mormon Proposition,99
10594,17334,The Other End of the Line,35
10595,17334,The Other End of the Line,10749
10596,1698,Anatomy,27
10597,1698,Anatomy,53
10598,20764,Sleep Dealer,18
10599,20764,Sleep Dealer,878
10600,20764,Sleep Dealer,53
10601,45132,Super,35
10602,45132,Super,28
10603,45132,Super,18
10604,76706,Christmas Mail,35
10605,76706,Christmas Mail,10751
10606,254472,Stung,35
10607,254472,Stung,27
10608,332285,Antibirth,27
10609,49471,Get on the Bus,18
10610,13569,Thr3e,18
10611,13569,Thr3e,27
10612,13569,Thr3e,53
10613,7512,Idiocracy,12
10614,7512,Idiocracy,35
10615,7512,Idiocracy,878
10616,356216,The Rise of the Krays,80
10617,11798,This Is England,18
10618,11798,This Is England,80
10619,146631,U.F.O.,28
10620,146631,U.F.O.,12
10621,146631,U.F.O.,878
10622,43546,Bathing Beauty,35
10623,43546,Bathing Beauty,10402
10624,61038,Go for It!,18
10625,61038,Go for It!,10751
10626,78373,"Dancer, Texas Pop. 81",35
10627,78373,"Dancer, Texas Pop. 81",18
10628,78373,"Dancer, Texas Pop. 81",10751
10629,17820,Show Boat,10402
10630,17820,Show Boat,10749
10631,74457,Redemption Road,18
10632,283384,The Calling,53
10633,19933,The Brave Little Toaster,14
10634,19933,The Brave Little Toaster,12
10635,19933,The Brave Little Toaster,16
10636,19933,The Brave Little Toaster,35
10637,19933,The Brave Little Toaster,10751
10638,19933,The Brave Little Toaster,10402
10639,756,Fantasia,16
10640,756,Fantasia,10751
10641,756,Fantasia,10402
10642,433715,8 Days,53
10643,433715,8 Days,18
10644,9728,Friday the 13th Part III,27
10645,9728,Friday the 13th Part III,53
10646,9731,Friday the 13th: A New Beginning,27
10647,9731,Friday the 13th: A New Beginning,53
10648,9916,The Last Sin Eater,18
10649,309425,Do You Believe?,14
10650,309425,Do You Believe?,18
10651,14156,Impact Point,53
10652,14156,Impact Point,10749
10653,43610,The Valley of Decision,18
10654,360339,Eden,53
10655,360339,Eden,18
10656,31163,Chicken Tikka Masala,35
10657,31163,Chicken Tikka Masala,10749
10658,31163,Chicken Tikka Masala,10769
10659,297621,There's Always Woodstock,10749
10660,297621,There's Always Woodstock,35
10661,297621,There's Always Woodstock,10402
10662,16205,Jack Brooks: Monster Slayer,28
10663,16205,Jack Brooks: Monster Slayer,35
10664,16205,Jack Brooks: Monster Slayer,27
10665,887,The Best Years of Our Lives,18
10666,887,The Best Years of Our Lives,36
10667,887,The Best Years of Our Lives,10749
10668,9517,Bully,80
10669,9517,Bully,18
10670,6007,Elling,35
10671,6007,Elling,18
10672,364083,Mi America,18
10673,364083,Mi America,80
10674,8329,[REC],27
10675,8329,[REC],9648
10676,69640,Lies in Plain Sight,18
10677,69640,Lies in Plain Sight,9648
10678,69640,Lies in Plain Sight,53
10679,347548,Containment,53
10680,347548,Containment,27
10681,347548,Containment,878
10682,322443,The Timber,12
10683,322443,The Timber,18
10684,322443,The Timber,37
10685,657,From Russia with Love,28
10686,657,From Russia with Love,53
10687,657,From Russia with Love,12
10688,28165,The Toxic Avenger Part II,35
10689,28165,The Toxic Avenger Part II,27
10690,28165,The Toxic Avenger Part II,28
10691,11561,Sleeper,35
10692,11561,Sleeper,10749
10693,11561,Sleeper,878
10694,270303,It Follows,27
10695,270303,It Follows,53
10696,11624,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,35
10697,595,To Kill a Mockingbird,80
10698,595,To Kill a Mockingbird,18
10699,8810,Mad Max 2: The Road Warrior,12
10700,8810,Mad Max 2: The Road Warrior,28
10701,8810,Mad Max 2: The Road Warrior,53
10702,8810,Mad Max 2: The Road Warrior,878
10703,12207,The Legend of Drunken Master,28
10704,12207,The Legend of Drunken Master,35
10705,226,Boys Don't Cry,80
10706,226,Boys Don't Cry,18
10707,92182,Silent House,27
10708,92182,Silent House,9648
10709,582,The Lives of Others,18
10710,582,The Lives of Others,53
10711,72213,Courageous,18
10712,990,The Hustler,18
10713,55604,Boom Town,12
10714,55604,Boom Town,18
10715,55604,Boom Town,10749
10716,9662,The Triplets of Belleville,12
10717,9662,The Triplets of Belleville,16
10718,9662,The Triplets of Belleville,35
10719,9662,The Triplets of Belleville,18
10720,20862,Smoke Signals,18
10721,20862,Smoke Signals,35
10722,2771,American Splendor,35
10723,2771,American Splendor,18
10724,80,Before Sunset,18
10725,80,Before Sunset,10749
10726,55,Amores perros,18
10727,55,Amores perros,53
10728,11023,Thirteen,80
10729,11023,Thirteen,18
10730,33667,Gentleman's Agreement,18
10731,33667,Gentleman's Agreement,10749
10732,39013,Winter's Bone,18
10733,11194,Touching the Void,99
10734,11194,Touching the Void,28
10735,11194,Touching the Void,12
10736,43839,Alexander's Ragtime Band,18
10737,43839,Alexander's Ragtime Band,10402
10738,43839,Alexander's Ragtime Band,10749
10739,1382,Me and You and Everyone We Know,35
10740,1382,Me and You and Everyone We Know,18
10741,44639,Inside Job,99
10742,301351,We Are Your Friends,18
10743,301351,We Are Your Friends,10402
10744,301351,We Are Your Friends,10749
10745,4816,Ghost Dog: The Way of the Samurai,80
10746,4816,Ghost Dog: The Way of the Samurai,18
10747,7873,Harsh Times,80
10748,7873,Harsh Times,18
10749,7873,Harsh Times,53
10750,7873,Harsh Times,28
10751,331190,Captive,80
10752,331190,Captive,18
10753,331190,Captive,53
10754,15186,Full Frontal,35
10755,15186,Full Frontal,18
10756,15186,Full Frontal,10749
10757,17994,Witchboard,27
10758,1378,Shortbus,10749
10759,1378,Shortbus,18
10760,1378,Shortbus,35
10761,8885,Waltz with Bashir,18
10762,8885,Waltz with Bashir,16
10763,8885,Waltz with Bashir,10752
10764,12901,No End in Sight,99
10765,250124,The Diary of a Teenage Girl,18
10766,250124,The Diary of a Teenage Girl,10749
10767,14284,In the Shadow of the Moon,99
10768,57120,Meek's Cutoff,18
10769,57120,Meek's Cutoff,37
10770,12228,Inside Deep Throat,36
10771,12228,Inside Deep Throat,99
10772,22617,Dinner Rush,18
10773,22617,Dinner Rush,28
10774,22617,Dinner Rush,53
10775,55561,Clockwatchers,35
10776,55561,Clockwatchers,18
10777,42889,The Virginity Hit,35
10778,10656,Subway,28
10779,10656,Subway,53
10780,24363,House of D,35
10781,24363,House of D,18
10782,13121,Teeth,35
10783,13121,Teeth,27
10784,24746,Six-String Samurai,28
10785,24746,Six-String Samurai,12
10786,24746,Six-String Samurai,878
10787,12109,It's All Gone Pete Tong,18
10788,12109,It's All Gone Pete Tong,35
10789,12109,It's All Gone Pete Tong,10402
10790,27023,Saint John of Las Vegas,35
10791,22913,24 7: Twenty Four Seven,35
10792,22913,24 7: Twenty Four Seven,18
10793,22913,24 7: Twenty Four Seven,10749
10794,273899,Stonewall,18
10795,20653,Roadside Romeo,16
10796,20653,Roadside Romeo,10751
10797,20653,Roadside Romeo,10769
10798,67373,This Thing of Ours,18
10799,67373,This Thing of Ours,28
10800,67373,This Thing of Ours,53
