,movieid,moviename,genres
6364,32316,Marci X,35
6365,7299,Equilibrium,28
6366,7299,Equilibrium,878
6367,7299,Equilibrium,53
6368,13405,The Children of Huang Shi,18
6369,13405,The Children of Huang Shi,10752
6370,19457,The Yards,18
6371,19457,The Yards,28
6372,19457,The Yards,53
6373,19457,The Yards,80
6374,112937,The Oogieloves in the Big Balloon Adventure,10751
6375,314385,By the Sea,18
6376,314385,By the Sea,10749
6377,8953,Steamboy,16
6378,8953,Steamboy,14
6379,8953,Steamboy,878
6380,29078,The Game of Their Lives,18
6381,46503,All Good Things,18
6382,46503,All Good Things,9648
6383,46503,All Good Things,53
6384,46503,All Good Things,80
6385,46503,All Good Things,10749
6386,10448,Rapa Nui,12
6387,13688,CJ7,35
6388,13688,CJ7,18
6389,13688,CJ7,10751
6390,13688,CJ7,14
6391,13688,CJ7,878
6392,10353,The Visitors II: The Corridors of Time,35
6393,10353,The Visitors II: The Corridors of Time,14
6394,43935,Dylan Dog: Dead of Night,28
6395,43935,Dylan Dog: Dead of Night,35
6396,43935,Dylan Dog: Dead of Night,27
6397,43935,Dylan Dog: Dead of Night,9648
6398,43935,Dylan Dog: Dead of Night,878
6399,43935,Dylan Dog: Dead of Night,53
6400,11458,People I Know,18
6401,11458,People I Know,53
6402,44638,The Tempest,18
6403,44638,The Tempest,14
6404,241257,Regression,27
6405,241257,Regression,9648
6406,241257,Regression,53
6407,14538,Three Kingdoms: Resurrection of the Dragon,28
6408,14538,Three Kingdoms: Resurrection of the Dragon,36
6409,14538,Three Kingdoms: Resurrection of the Dragon,18
6410,13250,Butterfly on a Wheel,80
6411,13250,Butterfly on a Wheel,18
6412,13250,Butterfly on a Wheel,53
6413,133931,Zambezia,35
6414,133931,Zambezia,16
6415,133931,Zambezia,12
6416,133931,Zambezia,10751
6417,280871,Ramanujan,18
6418,280871,Ramanujan,36
6419,239897,Dwegons,16
6420,184341,Hands of Stone,18
6421,334074,Survivor,53
6422,199373,The Frozen Ground,53
6423,199373,The Frozen Ground,80
6424,14202,The Painted Veil,18
6425,14202,The Painted Veil,10749
6426,6968,The Baader Meinhof Complex,28
6427,6968,The Baader Meinhof Complex,80
6428,6968,The Baader Meinhof Complex,18
6429,6968,The Baader Meinhof Complex,36
6430,6968,The Baader Meinhof Complex,53
6431,581,Dances with Wolves,12
6432,581,Dances with Wolves,18
6433,581,Dances with Wolves,37
6434,52449,Bad Teacher,35
6435,12150,Sea of Love,18
6436,12150,Sea of Love,80
6437,12150,Sea of Love,9648
6438,11247,A Cinderella Story,35
6439,4232,Scream,80
6440,4232,Scream,27
6441,4232,Scream,9648
6442,9378,Thir13en Ghosts,27
6443,9378,Thir13en Ghosts,53
6444,694,The Shining,27
6445,694,The Shining,53
6446,105,Back to the Future,12
6447,105,Back to the Future,35
6448,105,Back to the Future,878
6449,105,Back to the Future,10751
6450,11377,House on Haunted Hill,27
6451,11377,House on Haunted Hill,9648
6452,11377,House on Haunted Hill,53
6453,26367,I Can Do Bad All By Myself,18
6454,26367,I Can Do Bad All By Myself,35
6455,385383,Fight Valley,28
6456,385383,Fight Valley,18
6457,41210,The Switch,35
6458,41210,The Switch,10749
6459,41210,The Switch,18
6460,12090,Just Married,35
6461,62630,The Devil's Double,18
6462,62630,The Devil's Double,28
6463,62630,The Devil's Double,53
6464,62630,The Devil's Double,80
6465,62630,The Devil's Double,10752
6466,16110,Thomas and the Magic Railroad,16
6467,16110,Thomas and the Magic Railroad,18
6468,16110,Thomas and the Magic Railroad,10751
6469,16110,Thomas and the Magic Railroad,878
6470,29427,The Crazies,9648
6471,29427,The Crazies,27
6472,29427,The Crazies,28
6473,129,Spirited Away,14
6474,129,Spirited Away,12
6475,129,Spirited Away,16
6476,129,Spirited Away,10751
6477,244114,Firestorm,28
6478,244114,Firestorm,80
6479,2669,The Bounty,28
6480,2669,The Bounty,18
6481,2669,The Bounty,36
6482,203833,The Book Thief,18
6483,13523,Sex Drive,35
6484,13523,Sex Drive,12
6485,13523,Sex Drive,10749
6486,25195,Leap Year,10749
6487,25195,Leap Year,35
6488,17277,The Fall of the Roman Empire,18
6489,17277,The Fall of the Roman Empire,36
6490,50725,Take Me Home Tonight,35
6491,50725,Take Me Home Tonight,18
6492,50725,Take Me Home Tonight,10749
6493,82631,Won't Back Down,18
6494,73191,The Nutcracker,10751
6495,73191,The Nutcracker,14
6496,73191,The Nutcracker,10402
6497,22479,Kansas City,53
6498,22479,Kansas City,18
6499,22479,Kansas City,10402
6500,22479,Kansas City,80
6501,340611,Indignation,18
6502,10065,The Amityville Horror,27
6503,10065,The Amityville Horror,53
6504,10065,The Amityville Horror,18
6505,2757,Adaptation.,35
6506,2757,Adaptation.,80
6507,2757,Adaptation.,18
6508,11683,Land of the Dead,27
6509,244339,Out of Inferno,28
6510,1878,Fear and Loathing in Las Vegas,12
6511,1878,Fear and Loathing in Las Vegas,18
6512,1878,Fear and Loathing in Las Vegas,35
6513,23082,The Invention of Lying,35
6514,23082,The Invention of Lying,10749
6515,23082,The Invention of Lying,14
6516,195589,Neighbors,35
6517,854,The Mask,10749
6518,854,The Mask,35
6519,854,The Mask,80
6520,854,The Mask,14
6521,2280,Big,14
6522,2280,Big,18
6523,2280,Big,35
6524,2280,Big,10749
6525,2280,Big,10751
6526,496,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,35
6527,8835,Legally Blonde,35
6528,157,Star Trek III: The Search for Spock,878
6529,157,Star Trek III: The Search for Spock,28
6530,157,Star Trek III: The Search for Spock,12
6531,157,Star Trek III: The Search for Spock,53
6532,8643,The Exorcism of Emily Rose,80
6533,8643,The Exorcism of Emily Rose,18
6534,8643,The Exorcism of Emily Rose,27
6535,8643,The Exorcism of Emily Rose,53
6536,10402,Deuce Bigalow: Male Gigolo,35
6537,218043,Left Behind,53
6538,218043,Left Behind,28
6539,218043,Left Behind,878
6540,9043,The Family Stone,35
6541,9043,The Family Stone,18
6542,9043,The Family Stone,10749
6543,21301,Barbershop 2:  Back in Business,35
6544,21301,Barbershop 2:  Back in Business,18
6545,10147,Bad Santa,18
6546,10147,Bad Santa,35
6547,10147,Bad Santa,80
6548,816,Austin Powers: International Man of Mystery,878
6549,816,Austin Powers: International Man of Mystery,35
6550,816,Austin Powers: International Man of Mystery,80
6551,302688,My Big Fat Greek Wedding 2,10749
6552,302688,My Big Fat Greek Wedding 2,35
6553,302688,My Big Fat Greek Wedding 2,10751
6554,60307,Diary of a Wimpy Kid: Rodrick Rules,10751
6555,60307,Diary of a Wimpy Kid: Rodrick Rules,35
6556,106,Predator,878
6557,106,Predator,28
6558,106,Predator,12
6559,106,Predator,53
6560,279,Amadeus,18
6561,279,Amadeus,36
6562,279,Amadeus,10402
6563,8617,Prom Night,80
6564,8617,Prom Night,27
6565,10625,Mean Girls,35
6566,10934,Under the Tuscan Sun,35
6567,10934,Under the Tuscan Sun,18
6568,10934,Under the Tuscan Sun,10749
6569,5279,Gosford Park,18
6570,5279,Gosford Park,9648
6571,5279,Gosford Park,53
6572,10013,Peggy Sue Got Married,35
6573,10013,Peggy Sue Got Married,18
6574,10013,Peggy Sue Got Married,14
6575,10013,Peggy Sue Got Married,10749
6576,194662,Birdman,18
6577,194662,Birdman,35
6578,160588,Blue Jasmine,35
6579,160588,Blue Jasmine,18
6580,9829,United 93,18
6581,9829,United 93,36
6582,9829,United 93,80
6583,9829,United 93,53
6584,9829,United 93,28
6585,10028,Honey,10749
6586,10028,Honey,10402
6587,10028,Honey,10751
6588,10535,Spy Hard,28
6589,10535,Spy Hard,35
6590,790,The Fog,27
6591,43959,Soul Surfer,28
6592,43959,Soul Surfer,18
6593,10364,Catch-22,10752
6594,10364,Catch-22,35
6595,10364,Catch-22,18
6596,16991,Observe and Report,35
6597,16991,Observe and Report,80
6598,16991,Observe and Report,18
6599,9610,Conan the Destroyer,12
6600,9610,Conan the Destroyer,14
6601,9610,Conan the Destroyer,28
6602,1578,Raging Bull,18
6603,25643,Love Happens,18
6604,25643,Love Happens,10749
6605,11904,Young Sherlock Holmes,28
6606,11904,Young Sherlock Holmes,12
6607,11904,Young Sherlock Holmes,80
6608,11904,Young Sherlock Holmes,18
6609,11904,Young Sherlock Holmes,10751
6610,11904,Young Sherlock Holmes,9648
6611,11904,Young Sherlock Holmes,53
6612,28665,Fame,10402
6613,28665,Fame,35
6614,28665,Fame,18
6615,28665,Fame,10749
6616,44115,127 Hours,12
6617,44115,127 Hours,18
6618,44115,127 Hours,53
6619,10569,Small Time Crooks,28
6620,10569,Small Time Crooks,35
6621,10569,Small Time Crooks,80
6622,10560,Center Stage,18
6623,10560,Center Stage,10402
6624,333348,Love the Coopers,35
6625,333348,Love the Coopers,10751
6626,20483,Catch That Kid,10751
6627,20483,Catch That Kid,28
6628,20483,Catch That Kid,12
6629,11457,Life as a House,18
6630,321697,Steve Jobs,18
6631,321697,Steve Jobs,36
6632,19840,"I Love You, Beth Cooper",35
6633,19840,"I Love You, Beth Cooper",10749
6634,22327,Youth in Revolt,18
6635,22327,Youth in Revolt,35
6636,22327,Youth in Revolt,10749
6637,38665,The Legend of the Lone Ranger,28
6638,38665,The Legend of the Lone Ranger,12
6639,38665,The Legend of the Lone Ranger,10749
6640,38665,The Legend of the Lone Ranger,37
6641,2575,The Tailor of Panama,18
6642,2575,The Tailor of Panama,53
6643,11644,Blow Out,18
6644,11644,Blow Out,9648
6645,11644,Blow Out,53
6646,146227,Getaway,28
6647,146227,Getaway,80
6648,68924,The Ice Storm,18
6649,253235,And So It Goes,35
6650,253235,And So It Goes,18
6651,253235,And So It Goes,10749
6652,22102,Troop Beverly Hills,12
6653,22102,Troop Beverly Hills,35
6654,22102,Troop Beverly Hills,10751
6655,18701,Being Julia,35
6656,18701,Being Julia,18
6657,18701,Being Julia,10749
6658,10068,Nine 1/2 Weeks,18
6659,10068,Nine 1/2 Weeks,10749
6660,848,Dragonslayer,14
6661,36811,The Last Station,18
6662,36811,The Last Station,10749
6663,522,Ed Wood,35
6664,522,Ed Wood,18
6665,522,Ed Wood,36
6666,130150,Labor Day,18
6667,12246,Mongol: The Rise of Genghis Khan,36
6668,13809,RockNRolla,28
6669,13809,RockNRolla,80
6670,13809,RockNRolla,53
6671,27380,Megaforce,12
6672,27380,Megaforce,28
6673,27380,Megaforce,878
6674,10549,Hamlet,18
6675,33870,Mao's Last Dancer,18
6676,33870,Mao's Last Dancer,10749
6677,245703,Midnight Special,12
6678,245703,Midnight Special,18
6679,245703,Midnight Special,878
6680,10739,Anything Else,35
6681,10739,Anything Else,10749
6682,127560,The Railway Man,18
6683,127560,The Railway Man,36
6684,37903,The White Ribbon,80
6685,37903,The White Ribbon,18
6686,37903,The White Ribbon,9648
6687,396152,Restoration,27
6688,10017,The Wraith,10749
6689,10017,The Wraith,878
6690,10017,The Wraith,27
6691,10017,The Wraith,28
6692,10017,The Wraith,80
6693,11468,Salton Sea,18
6694,11468,Salton Sea,9648
6695,11468,Salton Sea,53
6696,193613,Metallica: Through the Never,10402
6697,17436,The Informers,18
6698,43434,Carlos,80
6699,43434,Carlos,18
6700,43434,Carlos,53
6701,43434,Carlos,36
6702,31166,I Come with the Rain,53
6703,31166,I Come with the Rain,18
6704,69848,One Man's Hero,37
6705,69848,One Man's Hero,28
6706,69848,One Man's Hero,18
6707,69848,One Man's Hero,36
6708,8408,Day of the Dead,27
6709,8408,Day of the Dead,878
6710,332411,I Am Wrath,28
6711,332411,I Am Wrath,80
6712,332411,I Am Wrath,18
6713,332411,I Am Wrath,53
6714,9389,Renaissance,28
6715,9389,Renaissance,16
6716,9389,Renaissance,878
6717,9626,Red Sonja,12
6718,9626,Red Sonja,14
6719,9626,Red Sonja,28
6720,75638,Red Lights,53
6721,8363,Superbad,35
6722,15670,Madea Goes to Jail,35
6723,15670,Madea Goes to Jail,80
6724,15670,Madea Goes to Jail,18
6725,290555,Wolves,27
6726,290555,Wolves,28
6727,8328,Step Up 2: The Streets,10402
6728,8328,Step Up 2: The Streets,18
6729,8328,Step Up 2: The Streets,10749
6730,10982,Hoodwinked!,16
6731,10982,Hoodwinked!,35
6732,10982,Hoodwinked!,10751
6733,205,Hotel Rwanda,18
6734,205,Hotel Rwanda,36
6735,205,Hotel Rwanda,10752
6736,1620,Hitman,28
6737,1620,Hitman,80
6738,1620,Hitman,18
6739,1620,Hitman,53
6740,175541,Black Nativity,18
6741,175541,Black Nativity,10402
6742,241254,The Prince,53
6743,241254,The Prince,28
6744,31932,City of Ghosts,53
6745,1933,The Others,27
6746,1933,The Others,18
6747,1933,The Others,9648
6748,1933,The Others,53
6749,679,Aliens,27
6750,679,Aliens,28
6751,679,Aliens,53
6752,679,Aliens,878
6753,11113,My Fair Lady,18
6754,11113,My Fair Lady,10751
6755,11113,My Fair Lady,10402
6756,11113,My Fair Lady,10749
6757,3597,I Know What You Did Last Summer,27
6758,3597,I Know What You Did Last Summer,53
6759,3597,I Know What You Did Last Summer,9648
6760,193893,Let's Be Cops,35
6761,9675,Sideways,35
6762,9675,Sideways,18
6763,9675,Sideways,10749
6764,9988,Beerfest,35
6765,948,Halloween,27
6766,948,Halloween,53
6767,21765,Good Boy!,35
6768,21765,Good Boy!,10751
6769,21765,Good Boy!,878
6770,146304,The Best Man Holiday,35
6771,7516,Smokin' Aces,28
6772,7516,Smokin' Aces,35
6773,7516,Smokin' Aces,80
6774,7516,Smokin' Aces,53
6775,41439,Saw: The Final Chapter,27
6776,41439,Saw: The Final Chapter,80
6777,2752,40 Days and 40 Nights,35
6778,2752,40 Days and 40 Nights,10749
6779,9429,A Night at the Roxbury,35
6780,38117,Beastly,18
6781,38117,Beastly,14
6782,38117,Beastly,10749
6783,9792,The Hills Have Eyes,27
6784,9792,The Hills Have Eyes,53
6785,13778,Dickie Roberts: Former Child Star,35
6786,228203,"McFarland, USA",18
6787,41382,Lottery Ticket,35
6788,13960,ATL,18
6789,114150,Pitch Perfect,35
6790,114150,Pitch Perfect,10402
6791,114150,Pitch Perfect,10749
6792,26602,Summer Catch,18
6793,26602,Summer Catch,35
6794,26602,Summer Catch,10749
6795,10223,A Simple Plan,18
6796,10223,A Simple Plan,80
6797,10223,A Simple Plan,53
6798,16028,They,27
6799,16028,They,53
6800,15639,Larry the Cable Guy: Health Inspector,35
6801,16112,The Adventures of Elmo in Grouchland,10751
6802,26390,Brooklyn's Finest,80
6803,26390,Brooklyn's Finest,18
6804,26390,Brooklyn's Finest,53
6805,27759,55 Days at Peking,28
6806,27759,55 Days at Peking,18
6807,27759,55 Days at Peking,36
6808,109428,Evil Dead,27
6809,23049,My Life in Ruins,35
6810,23049,My Life in Ruins,10749
6811,9310,American Dreamz,35
6812,9310,American Dreamz,18
6813,9310,American Dreamz,10751
6814,11411,Superman IV: The Quest for Peace,28
6815,11411,Superman IV: The Quest for Peace,12
6816,11411,Superman IV: The Quest for Peace,878
6817,16988,How She Move,18
6818,7304,Running Scared,28
6819,7304,Running Scared,80
6820,7304,Running Scared,18
6821,7304,Running Scared,53
6822,24747,Bobby Jones: Stroke of Genius,18
6823,58048,Shanghai Surprise,12
6824,1491,The Illusionist,14
6825,1491,The Illusionist,18
6826,1491,The Illusionist,53
6827,1491,The Illusionist,10749
6828,2989,Roar,12
6829,2989,Roar,53
6830,10629,Veronica Guerin,18
6831,10629,Veronica Guerin,80
6832,10629,Veronica Guerin,53
6833,255343,Escobar: Paradise Lost,53
6834,255343,Escobar: Paradise Lost,10749
6835,4723,Southland Tales,28
6836,4723,Southland Tales,12
6837,4723,Southland Tales,35
6838,4723,Southland Tales,18
6839,4723,Southland Tales,878
6840,4723,Southland Tales,53
6841,10800,Dragon Hunters,16
6842,10800,Dragon Hunters,10751
6843,25763,Damnation Alley,28
6844,25763,Damnation Alley,12
6845,25763,Damnation Alley,878
6846,79694,The Apparition,27
6847,79694,The Apparition,53
6848,4032,My Girl,35
6849,4032,My Girl,18
6850,4032,My Girl,10751
6851,18615,Fur: An Imaginary Portrait of Diane Arbus,18
6852,18615,Fur: An Imaginary Portrait of Diane Arbus,9648
6853,18615,Fur: An Imaginary Portrait of Diane Arbus,10749
6854,10673,Wall Street,80
6855,10673,Wall Street,18
6856,4584,Sense and Sensibility,18
6857,4584,Sense and Sensibility,10749
6858,2977,Becoming Jane,18
6859,2977,Becoming Jane,10749
6860,10760,Sydney White,35
6861,11093,House of Sand and Fog,18
6862,207,Dead Poets Society,18
6863,8467,Dumb and Dumber,35
6864,639,When Harry Met Sally...,35
6865,639,When Harry Met Sally...,10749
6866,639,When Harry Met Sally...,18
6867,24226,The Verdict,18
6868,9285,Road Trip,35
6869,9285,Road Trip,12
6870,14709,Varsity Blues,35
6871,14709,Varsity Blues,18
6872,14709,Varsity Blues,10749
6873,74643,The Artist,18
6874,74643,The Artist,35
6875,74643,The Artist,10749
6876,13788,The Unborn,27
6877,13788,The Unborn,53
6878,13788,The Unborn,9648
6879,83666,Moonrise Kingdom,35
6880,83666,Moonrise Kingdom,18
6881,83666,Moonrise Kingdom,10749
6882,10781,The Texas Chainsaw Massacre: The Beginning,27
6883,318850,The Young Messiah,18
6884,13908,The Master of Disguise,35
6885,13908,The Master of Disguise,10751
6886,1417,Pan's Labyrinth,14
6887,1417,Pan's Labyrinth,18
6888,1417,Pan's Labyrinth,10752
6889,39180,See Spot Run,28
6890,39180,See Spot Run,35
6891,39180,See Spot Run,10751
6892,16161,Baby Boy,80
6893,16161,Baby Boy,18
6894,16161,Baby Boy,10749
6895,49950,The Roommate,53
6896,49950,The Roommate,18
6897,49950,The Roommate,27
6898,10956,Joe Dirt,9648
6899,10956,Joe Dirt,12
6900,10956,Joe Dirt,35
6901,10956,Joe Dirt,10749
6902,10956,Joe Dirt,18
6903,9594,Double Impact,53
6904,9594,Double Impact,28
6905,9594,Double Impact,80
6906,9594,Double Impact,18
6907,4638,Hot Fuzz,80
6908,4638,Hot Fuzz,28
6909,4638,Hot Fuzz,35
6910,13972,The Women,35
6911,13972,The Women,18
6912,13972,The Women,10749
6913,5038,Vicky Cristina Barcelona,18
6914,5038,Vicky Cristina Barcelona,10749
6915,13491,Arn: The Knight Templar,28
6916,13491,Arn: The Knight Templar,12
6917,13491,Arn: The Knight Templar,18
6918,13491,Arn: The Knight Templar,10749
6919,10571,Boys and Girls,35
6920,10571,Boys and Girls,18
6921,10571,Boys and Girls,10749
6922,10994,White Oleander,18
6923,19994,Jennifer's Body,35
6924,19994,Jennifer's Body,27
6925,25166,Drowning Mona,35
6926,25166,Drowning Mona,80
6927,25166,Drowning Mona,9648
6928,30890,Radio Days,35
6929,30890,Radio Days,18
6930,23169,Remember Me,18
6931,23169,Remember Me,10749
6932,17403,How to Deal,18
6933,17403,How to Deal,35
6934,17403,How to Deal,10749
6935,12120,My Stepmother is an Alien,35
6936,12120,My Stepmother is an Alien,878
6937,9800,Philadelphia,18
6938,1090,The Thirteenth Floor,53
6939,1090,The Thirteenth Floor,878
6940,1090,The Thirteenth Floor,9648
6941,18475,The Cookout,35
6942,18475,The Cookout,18
6943,40160,Meteor,28
6944,40160,Meteor,878
6945,40160,Meteor,53
6946,18074,Duets,35
6947,18074,Duets,18
6948,18074,Duets,10402
6949,9689,Hollywood Ending,35
6950,9689,Hollywood Ending,18
6951,9781,Detroit Rock City,35
6952,9781,Detroit Rock City,10402
6953,8009,Highlander,12
6954,8009,Highlander,28
6955,8009,Highlander,14
6956,3877,Things We Lost in the Fire,18
6957,8854,Steel,878
6958,8854,Steel,28
6959,8854,Steel,12
6960,152599,The Immigrant,18
6961,152599,The Immigrant,10749
6962,18840,The White Countess,18
6963,18840,The White Countess,36
6964,18840,The White Countess,10751
6965,18840,The White Countess,10749
6966,68727,Trance,53
6967,68727,Trance,80
6968,68727,Trance,18
6969,68727,Trance,9648
6970,12657,Soul Plane,10749
6971,12657,Soul Plane,35
6972,8265,Welcome to the Sticks,35
6973,12410,Good,18
6974,34647,Enter the Void,14
6975,34647,Enter the Void,18
6976,73935,Vamps,35
6977,73935,Vamps,10749
6978,73935,Vamps,27
6979,28178,Hachi: A Dog's Tale,18
6980,28178,Hachi: A Dog's Tale,10751
6981,185567,Zulu,80
6982,185567,Zulu,18
6983,185567,Zulu,53
6984,264656,The Homesman,37
6985,264656,The Homesman,18
6986,35696,Juwanna Mann,35
6987,35696,Juwanna Mann,18
6988,16351,Ararat,10752
6989,16351,Ararat,18
6990,38717,Madison,28
6991,38717,Madison,12
6992,38717,Madison,18
6993,18777,Slow Burn,9648
6994,18777,Slow Burn,80
6995,18777,Slow Burn,18
6996,18777,Slow Burn,53
6997,2110,Wasabi,18
6998,2110,Wasabi,28
6999,2110,Wasabi,35
7000,9035,Slither,35
7001,9035,Slither,27
7002,9035,Slither,878
7003,90,Beverly Hills Cop,28
7004,90,Beverly Hills Cop,35
7005,90,Beverly Hills Cop,80
7006,771,Home Alone,35
7007,771,Home Alone,10751
7008,12154,Three Men and a Baby,10751
7009,12154,Three Men and a Baby,35
7010,12154,Three Men and a Baby,18
7011,9576,Tootsie,35
7012,9576,Tootsie,10749
7013,744,Top Gun,28
7014,744,Top Gun,10749
7015,744,Top Gun,10752
7016,146,"Crouching Tiger, Hidden Dragon",12
7017,146,"Crouching Tiger, Hidden Dragon",18
7018,146,"Crouching Tiger, Hidden Dragon",28
7019,146,"Crouching Tiger, Hidden Dragon",10749
7020,14,American Beauty,18
7021,45269,The King's Speech,18
7022,45269,The King's Speech,36
7023,9493,Twins,35
7024,22556,The Yellow Handkerchief,18
7025,22556,The Yellow Handkerchief,10749
7026,873,The Color Purple,18
7027,33196,Tidal Wave,28
7028,33196,Tidal Wave,12
7029,33196,Tidal Wave,18
7030,33196,Tidal Wave,53
7031,205596,The Imitation Game,36
7032,205596,The Imitation Game,18
7033,205596,The Imitation Game,53
7034,205596,The Imitation Game,10752
7035,10765,Private Benjamin,35
7036,16769,Coal Miner's Daughter,18
7037,16769,Coal Miner's Daughter,10402
7038,33217,Diary of a Wimpy Kid,35
7039,33217,Diary of a Wimpy Kid,10751
7040,132232,Mama,27
7041,11153,National Lampoon's Vacation,35
7042,11153,National Lampoon's Vacation,12
7043,11153,National Lampoon's Vacation,10749
7044,208134,Bad Grandpa,35
7045,1165,The Queen,18
7046,4011,Beetlejuice,14
7047,4011,Beetlejuice,35
7048,17202,Why Did I Get Married?,35
7049,17202,Why Did I Get Married?,18
7050,9587,Little Women,18
7051,9587,Little Women,10749
7052,65086,The Woman in Black,18
7053,65086,The Woman in Black,27
7054,65086,The Woman in Black,53
7055,10053,When a Stranger Calls,27
7056,10053,When a Stranger Calls,53
7057,11870,Big Fat Liar,35
7058,11870,Big Fat Liar,10751
7059,11778,The Deer Hunter,18
7060,11778,The Deer Hunter,10752
7061,586,Wag the Dog,35
7062,586,Wag the Dog,18
7063,18736,The Lizzie McGuire Movie,10751
7064,18736,The Lizzie McGuire Movie,35
7065,134411,Snitch,53
7066,134411,Snitch,18
7067,287903,Krampus,27
7068,287903,Krampus,35
7069,287903,Krampus,14
7070,9276,The Faculty,27
7071,9276,The Faculty,9648
7072,9276,The Faculty,878
7073,15765,What's Love Got to Do with It,18
7074,15765,What's Love Got to Do with It,10402
7075,2142,Cop Land,28
7076,2142,Cop Land,80
7077,2142,Cop Land,18
7078,11397,Not Another Teen Movie,35
7079,77016,End of Watch,80
7080,77016,End of Watch,18
7081,77016,End of Watch,53
7082,11478,The Skulls,80
7083,11478,The Skulls,18
7084,11478,The Skulls,53
7085,266856,The Theory of Everything,18
7086,266856,The Theory of Everything,10749
7087,13411,Malibu's Most Wanted,35
7088,13411,Malibu's Most Wanted,80
7089,10564,Where the Heart Is,35
7090,10564,Where the Heart Is,18
7091,10564,Where the Heart Is,10749
7092,947,Lawrence of Arabia,12
7093,947,Lawrence of Arabia,18
7094,947,Lawrence of Arabia,36
7095,947,Lawrence of Arabia,10752
7096,24150,Halloween II,27
7097,228970,Wild,18
7098,18405,The Last House on the Left,80
7099,18405,The Last House on the Left,53
7100,18405,The Last House on the Left,27
7101,18405,The Last House on the Left,18
7102,6961,The Wedding Date,35
7103,6961,The Wedding Date,10749
7104,11442,Halloween: Resurrection,27
7105,11442,Halloween: Resurrection,53
7106,2493,The Princess Bride,12
7107,2493,The Princess Bride,10751
7108,2493,The Princess Bride,14
7109,2493,The Princess Bride,35
7110,2493,The Princess Bride,10749
7111,14047,The Great Debaters,18
7112,64690,Drive,18
7113,64690,Drive,28
7114,64690,Drive,53
7115,64690,Drive,80
7116,11132,Confessions of a Teenage Drama Queen,35
7117,17127,The Object of My Affection,35
7118,17127,The Object of My Affection,18
7119,17127,The Object of My Affection,10749
7120,1562,28 Weeks Later,27
7121,1562,28 Weeks Later,53
7122,1562,28 Weeks Later,878
7123,232679,When the Game Stands Tall,18
7124,17880,Because of Winn-Dixie,35
7125,17880,Because of Winn-Dixie,18
7126,17880,Because of Winn-Dixie,10751
7127,14736,Love & Basketball,28
7128,14736,Love & Basketball,35
7129,14736,Love & Basketball,18
7130,14736,Love & Basketball,10749
7131,9434,Grosse Pointe Blank,28
7132,9434,Grosse Pointe Blank,35
7133,9434,Grosse Pointe Blank,53
7134,9434,Grosse Pointe Blank,10749
7135,23706,All About Steve,35
7136,11531,Book of Shadows: Blair Witch 2,9648
7137,11531,Book of Shadows: Blair Witch 2,53
7138,11531,Book of Shadows: Blair Witch 2,27
7139,9100,The Craft,18
7140,9100,The Craft,14
7141,9100,The Craft,27
7142,9100,The Craft,53
7143,116,Match Point,18
7144,116,Match Point,53
7145,116,Match Point,80
7146,116,Match Point,10749
7147,38843,Ramona and Beezus,35
7148,38843,Ramona and Beezus,10751
7149,1245,The Remains of the Day,18
7150,1245,The Remains of the Day,10749
7151,4995,Boogie Nights,18
7152,10413,Nowhere to Run,28
7153,10413,Nowhere to Run,12
7154,10413,Nowhere to Run,18
7155,10413,Nowhere to Run,53
7156,14012,Flicka,18
7157,9793,The Hills Have Eyes 2,27
7158,9793,The Hills Have Eyes 2,53
7159,12212,Urban Legends: Final Cut,27
7160,13768,Tuck Everlasting,14
7161,13768,Tuck Everlasting,18
7162,13768,Tuck Everlasting,878
7163,13768,Tuck Everlasting,10749
7164,13768,Tuck Everlasting,10751
7165,8975,The Marine,28
7166,8975,The Marine,12
7167,8975,The Marine,18
7168,8975,The Marine,53
7169,342521,Keanu,28
7170,342521,Keanu,35
7171,45272,Country Strong,18
7172,45272,Country Strong,10749
7173,9424,Disturbing Behavior,9648
7174,9424,Disturbing Behavior,27
7175,9424,Disturbing Behavior,878
7176,97367,The Place Beyond the Pines,18
7177,97367,The Place Beyond the Pines,80
7178,254904,The November Man,80
7179,254904,The November Man,28
7180,254904,The November Man,53
7181,18681,Eye of the Beholder,18
7182,18681,Eye of the Beholder,9648
7183,18681,Eye of the Beholder,53
7184,12162,The Hurt Locker,18
7185,12162,The Hurt Locker,53
7186,12162,The Hurt Locker,10752
7187,11495,Firestarter,14
7188,11495,Firestarter,18
7189,11495,Firestarter,27
7190,11495,Firestarter,28
7191,11495,Firestarter,53
7192,64689,Killing Them Softly,80
7193,64689,Killing Them Softly,53
7194,157849,A Most Wanted Man,53
7195,13166,Freddy Got Fingered,35
7196,15511,VeggieTales: The Pirates Who Don't Do Anything,12
7197,15511,VeggieTales: The Pirates Who Don't Do Anything,16
7198,15511,VeggieTales: The Pirates Who Don't Do Anything,35
7199,15511,VeggieTales: The Pirates Who Don't Do Anything,878
7200,15511,VeggieTales: The Pirates Who Don't Do Anything,10751
7201,37003,U2 3D,10402
7202,37003,U2 3D,99
7203,12211,Highlander: Endgame,28
7204,12211,Highlander: Endgame,14
7205,12211,Highlander: Endgame,878
7206,13816,Idlewild,80
7207,13816,Idlewild,18
7208,13816,Idlewild,10402
7209,51828,One Day,18
7210,51828,One Day,10749
