,g_name,g_id,votecount
3108,Fantasy,14,418
3109,Romance,10749,418
3110,Science Fiction,878,418
3111,Fantasy,14,512
3112,Comedy,35,512
3113,Romance,10749,512
3114,Music,10402,68
3115,Drama,18,68
3116,Crime,80,68
3117,Romance,10749,68
3118,Western,37,1188
3119,Thriller,53,2200
3120,Action,28,2200
3121,Romance,10749,333
3122,Comedy,35,333
3123,Crime,80,333
3124,Comedy,35,594
3125,Drama,18,594
3126,Thriller,53,594
3127,Drama,18,9
3128,Adventure,12,251
3129,Action,28,251
3130,Comedy,35,251
3131,Thriller,53,251
3132,Crime,80,251
3133,Drama,18,339
3134,Crime,80,339
3135,Romance,10749,339
3136,Comedy,35,103
3137,Drama,18,103
3138,Romance,10749,103
3139,Action,28,1488
3140,Adventure,12,1488
3141,Thriller,53,1488
3142,War,10752,1488
3143,Drama,18,357
3144,Science Fiction,878,357
3145,Adventure,12,357
3146,Mystery,9648,357
3147,Animation,16,104
3148,Comedy,35,104
3149,Family,10751,104
3150,Fantasy,14,104
3151,Science Fiction,878,104
3152,Drama,18,74
3153,Horror,27,74
3154,Thriller,53,74
3155,Romance,10749,74
3156,Comedy,35,584
3157,Romance,10749,584
3158,Comedy,35,252
3159,Romance,10749,252
3160,Crime,80,1148
3161,Mystery,9648,1148
3162,Thriller,53,1148
3163,Science Fiction,878,661
3164,Action,28,661
3165,Adventure,12,661
3166,Thriller,53,661
3167,Action,28,420
3168,Western,37,420
3169,Drama,18,420
3170,Fantasy,14,420
3171,Thriller,53,420
3172,Drama,18,232
3173,Thriller,53,232
3174,Mystery,9648,232
3175,War,10752,232
3176,Comedy,35,1424
3177,Crime,80,573
3178,Drama,18,573
3179,Thriller,53,573
3180,Drama,18,2
3181,History,36,2
3182,War,10752,2
3183,Fantasy,14,543
3184,Comedy,35,543
3185,Family,10751,543
3186,Action,28,2757
3187,Crime,80,2757
3188,Thriller,53,2757
3189,Comedy,35,912
3190,Comedy,35,961
3191,Crime,80,961
3192,Action,28,961
3193,Action,28,1309
3194,Science Fiction,878,1309
3195,Adventure,12,1309
3196,Comedy,35,1309
3197,Family,10751,1309
3198,Comedy,35,697
3199,Drama,18,697
3200,Family,10751,697
3201,Romance,10749,697
3202,Drama,18,371
3203,Mystery,9648,371
3204,Thriller,53,371
3205,Crime,80,371
3206,Drama,18,278
3207,Thriller,53,278
3208,Crime,80,278
3209,Mystery,9648,278
3210,Drama,18,1111
3211,Comedy,35,1111
3212,Drama,18,433
3213,Action,28,433
3214,Thriller,53,433
3215,Crime,80,433
3216,Romance,10749,406
3217,Comedy,35,406
3218,Drama,18,3085
3219,Thriller,53,3085
3220,Crime,80,3085
3221,Action,28,1634
3222,Crime,80,1634
3223,Drama,18,1634
3224,Thriller,53,1634
3225,Comedy,35,710
3226,Family,10751,710
3227,Science Fiction,878,710
3228,Comedy,35,982
3229,Comedy,35,501
3230,Family,10751,501
3231,Music,10402,501
3232,Horror,27,1905
3233,Action,28,1905
3234,Drama,18,496
3235,Action,28,299
3236,Adventure,12,299
3237,Crime,80,299
3238,Thriller,53,299
3239,Adventure,12,610
3240,Horror,27,610
3241,Thriller,53,610
3242,Comedy,35,575
3243,Comedy,35,1869
3244,Romance,10749,1869
3245,Drama,18,1869
3246,Adventure,12,2303
3247,Animation,16,2303
3248,Comedy,35,2303
3249,Family,10751,2303
3250,Horror,27,741
3251,Mystery,9648,741
3252,Thriller,53,741
3253,Action,28,313
3254,Thriller,53,313
3255,Comedy,35,150
3256,Drama,18,150
3257,Romance,10749,150
3258,Comedy,35,26
3259,Drama,18,26
3260,Family,10751,26
3261,Romance,10749,176
3262,Comedy,35,176
3263,Family,10751,176
3264,Adventure,12,1315
3265,Comedy,35,1315
3266,Family,10751,1315
3267,Science Fiction,878,1315
3268,Comedy,35,69
3269,Drama,18,69
3270,Family,10751,69
3271,Horror,27,1292
3272,Action,28,1292
3273,Science Fiction,878,1292
3274,Comedy,35,1006
3275,Adventure,12,119
3276,Comedy,35,119
3277,Drama,18,119
3278,Action,28,210
3279,Adventure,12,210
3280,Crime,80,210
3281,Thriller,53,210
3282,Adventure,12,134
3283,Family,10751,134
3284,Fantasy,14,134
3285,Crime,80,766
3286,Drama,18,766
3287,Thriller,53,766
3288,Action,28,537
3289,Adventure,12,537
3290,Crime,80,537
3291,Thriller,53,537
3292,Adventure,12,852
3293,Action,28,852
3294,Comedy,35,852
3295,Fantasy,14,366
3296,Adventure,12,366
3297,Animation,16,366
3298,Comedy,35,366
3299,Family,10751,366
3300,Action,28,562
3301,Science Fiction,878,562
3302,Adventure,12,562
3303,Adventure,12,410
3304,Drama,18,410
3305,Music,10402,410
3306,Romance,10749,410
3307,Drama,18,796
3308,Romance,10749,796
3309,Action,28,661
3310,Adventure,12,661
3311,Crime,80,661
3312,Thriller,53,661
3313,Action,28,676
3314,Adventure,12,676
3315,Science Fiction,878,676
3316,Thriller,53,676
3317,Action,28,100
3318,Adventure,12,100
3319,Crime,80,100
3320,Drama,18,100
3321,Thriller,53,100
3322,Comedy,35,154
3323,Fantasy,14,154
3324,Science Fiction,878,154
3325,Adventure,12,244
3326,Comedy,35,244
3327,Family,10751,244
3328,Fantasy,14,244
3329,Science Fiction,878,244
3330,Crime,80,215
3331,Drama,18,215
3332,Mystery,9648,215
3333,Thriller,53,215
3334,Comedy,35,151
3335,Music,10402,151
3336,Adventure,12,136
3337,Action,28,136
3338,Drama,18,60
3339,Romance,10749,60
3340,Western,37,60
3341,History,36,71
3342,Drama,18,71
3343,Thriller,53,670
3344,Mystery,9648,670
3345,Adventure,12,154
3346,Action,28,154
3347,Horror,27,154
3348,Science Fiction,878,154
3349,Drama,18,90
3350,War,10752,90
3351,Action,28,203
3352,Drama,18,203
3353,Fantasy,14,203
3354,Action,28,332
3355,Crime,80,332
3356,Thriller,53,332
3357,Action,28,80
3358,Comedy,35,80
3359,Thriller,53,80
3360,Drama,18,81
3361,Romance,10749,81
3362,Action,28,11
3363,Thriller,53,11
3364,Crime,80,1007
3365,Adventure,12,1007
3366,Action,28,1007
3367,Comedy,35,1007
3368,Thriller,53,1007
3369,Animation,16,28
3370,Action,28,28
3371,Comedy,35,28
3372,Family,10751,28
3373,Drama,18,3423
3374,Thriller,53,3423
3375,Adventure,12,1220
3376,Action,28,1220
3377,Thriller,53,1220
3378,Crime,80,1220
3379,Mystery,9648,1220
3380,Action,28,858
3381,Crime,80,715
3382,Drama,18,715
3383,Thriller,53,715
3384,Action,28,864
3385,Adventure,12,864
3386,Thriller,53,864
3387,War,10752,864
3388,Drama,18,89
3389,Thriller,53,89
3390,Animation,16,1355
3391,Family,10751,1355
3392,Action,28,55
3393,Drama,18,55
3394,History,36,55
3395,Western,37,55
3396,Fantasy,14,1528
3397,Action,28,1528
3398,Science Fiction,878,1528
3399,Thriller,53,1528
3400,Drama,18,685
3401,Science Fiction,878,685
3402,Thriller,53,685
3403,Drama,18,302
3404,Comedy,35,208
3405,Drama,18,208
3406,Action,28,518
3407,Crime,80,518
3408,Romance,10749,280
3409,Comedy,35,280
3410,Drama,18,501
3411,Mystery,9648,501
3412,Thriller,53,501
3413,Drama,18,566
3414,Action,28,1045
3415,Thriller,53,1045
3416,Crime,80,1045
3417,Action,28,4074
3418,Comedy,35,4074
3419,Crime,80,4074
3420,Romance,10749,1262
3421,Comedy,35,1262
3422,Drama,18,1262
3423,Animation,16,1150
3424,Comedy,35,1150
3425,Family,10751,1150
3426,Comedy,35,773
3427,Romance,10749,773
3428,Comedy,35,134
3429,Romance,10749,134
3430,Action,28,1575
3431,Comedy,35,1575
3432,Crime,80,1575
3433,Drama,18,146
3434,History,36,146
3435,Romance,10749,146
3436,Comedy,35,593
3437,Drama,18,184
3438,Mystery,9648,184
3439,Thriller,53,184
3440,Crime,80,184
3441,Comedy,35,47
3442,Drama,18,47
3443,Romance,10749,47
3444,Drama,18,305
3445,Horror,27,305
3446,Mystery,9648,305
3447,Comedy,35,518
3448,Adventure,12,541
3449,Action,28,541
3450,Thriller,53,541
3451,Fantasy,14,922
3452,Thriller,53,922
3453,Horror,27,922
3454,Action,28,191
3455,Crime,80,191
3456,Thriller,53,191
3457,Adventure,12,232
3458,Comedy,35,232
3459,Family,10751,232
3460,Fantasy,14,232
3461,Crime,80,1335
3462,Drama,18,1335
3463,Thriller,53,1335
3464,Drama,18,635
3465,Adventure,12,635
3466,Action,28,635
3467,History,36,635
3468,Action,28,388
3469,Comedy,35,388
3470,Crime,80,388
3471,Action,28,2304
3472,Comedy,35,2304
3473,Adventure,12,136
3474,Fantasy,14,136
3475,Action,28,136
3476,Western,37,136
3477,Thriller,53,136
3478,Action,28,148
3479,Comedy,35,148
3480,Crime,80,148
3481,Drama,18,1626
3482,Adventure,12,125
3483,Comedy,35,125
3484,Animation,16,125
3485,Adventure,12,907
3486,Drama,18,907
3487,Romance,10749,907
3488,Action,28,907
3489,Thriller,53,281
3490,Fantasy,14,281
3491,Action,28,281
3492,Comedy,35,281
3493,Mystery,9648,3147
3494,Thriller,53,3147
3495,Drama,18,3147
3496,Action,28,925
3497,Thriller,53,925
3498,Crime,80,925
3499,Comedy,35,248
3500,Drama,18,891
3501,Drama,18,2807
3502,Crime,80,2807
3503,Comedy,35,1804
3504,Romance,10749,1804
3505,Drama,18,1804
3506,Crime,80,278
3507,Drama,18,278
3508,Mystery,9648,278
3509,Thriller,53,278
3510,Adventure,12,3829
3511,Comedy,35,3829
3512,Family,10751,3829
3513,Science Fiction,878,3829
3514,Action,28,5878
3515,Science Fiction,878,5878
3516,Drama,18,3254
3517,Romance,10749,3254
3518,Thriller,53,3254
3519,Action,28,511
3520,Adventure,12,511
3521,Comedy,35,511
3522,Family,10751,511
3523,Science Fiction,878,511
3524,Crime,80,509
3525,Drama,18,509
3526,Thriller,53,509
3527,Comedy,35,699
3528,Action,28,1526
3529,Drama,18,1526
3530,Thriller,53,1526
3531,War,10752,1526
3532,Comedy,35,354
3533,Horror,27,1949
3534,Drama,18,3391
3535,Comedy,35,959
3536,Romance,10749,959
3537,Drama,18,959
3538,Comedy,35,750
3539,Horror,27,736
3540,Mystery,9648,736
3541,Adventure,12,2900
3542,Comedy,35,2900
3543,Family,10751,2900
3544,Science Fiction,878,2900
3545,Comedy,35,944
3546,Romance,10749,1056
3547,Horror,27,1056
3548,Romance,10749,560
3549,Drama,18,560
3550,Drama,18,787
3551,Thriller,53,767
3552,Crime,80,767
3553,Drama,18,767
3554,Comedy,35,1127
3555,Adventure,12,542
3556,Drama,18,542
3557,Family,10751,542
3558,Comedy,35,1881
3559,Action,28,555
3560,Comedy,35,555
3561,Action,28,732
3562,Adventure,12,732
3563,Drama,18,732
3564,History,36,732
3565,Romance,10749,732
3566,War,10752,732
3567,Drama,18,467
3568,Music,10402,467
3569,Action,28,2691
3570,Thriller,53,2691
3571,Crime,80,2691
3572,Drama,18,716
3573,Action,28,716
3574,Thriller,53,716
3575,Crime,80,716
3576,Comedy,35,515
3577,Comedy,35,731
3578,Romance,10749,731
3579,Drama,18,502
3580,Thriller,53,502
3581,History,36,502
3582,Comedy,35,371
3583,Crime,80,371
3584,Action,28,441
3585,Comedy,35,441
3586,Crime,80,441
3587,Romance,10749,441
3588,Comedy,35,1350
3589,Comedy,35,1437
3590,Romance,10749,1437
3591,Horror,27,831
3592,Mystery,9648,831
3593,Thriller,53,2583
3594,Drama,18,2583
3595,Action,28,457
3596,Drama,18,457
3597,Thriller,53,457
3598,War,10752,457
3599,Comedy,35,612
3600,Drama,18,297
3601,Romance,10749,297
3602,Comedy,35,297
3603,Comedy,35,511
3604,Adventure,12,511
3605,Fantasy,14,511
3606,Science Fiction,878,511
3607,Action,28,511
3608,Action,28,336
3609,Adventure,12,336
3610,Fantasy,14,336
3611,Horror,27,336
3612,Science Fiction,878,336
3613,Thriller,53,336
3614,Action,28,453
3615,Adventure,12,453
3616,Drama,18,453
3617,Thriller,53,453
3618,Crime,80,902
3619,Drama,18,902
3620,Thriller,53,902
3621,Action,28,1265
3622,Mystery,9648,1265
3623,Thriller,53,1265
3624,Drama,18,4391
3625,Mystery,9648,4391
3626,Thriller,53,4391
3627,Comedy,35,1536
3628,Animation,16,332
3629,Comedy,35,332
3630,Adventure,12,332
3631,Family,10751,332
3632,Science Fiction,878,332
3633,Action,28,1221
3634,Adventure,12,1221
3635,Drama,18,1221
3636,Thriller,53,1221
3637,Action,28,440
3638,Adventure,12,440
3639,Thriller,53,440
3640,Action,28,1206
3641,Science Fiction,878,1206
3642,Adventure,12,1206
3643,Thriller,53,1206
3644,Comedy,35,51
3645,Crime,80,51
3646,Drama,18,51
3647,Romance,10749,51
3648,Thriller,53,51
3649,Thriller,53,972
3650,Mystery,9648,972
3651,Romance,10749,670
3652,Drama,18,670
3653,Mystery,9648,670
3654,Drama,18,573
3655,Horror,27,573
3656,Mystery,9648,573
3657,Thriller,53,573
3658,Fantasy,14,386
3659,Drama,18,386
3660,Comedy,35,386
3661,Family,10751,386
3662,Comedy,35,394
3663,Romance,10749,394
3664,Music,10402,255
3665,Drama,18,255
3666,Drama,18,235
3667,Crime,80,235
3668,Thriller,53,235
3669,Horror,27,629
3670,Thriller,53,629
3671,Drama,18,316
3672,History,36,316
3673,Mystery,9648,316
3674,Adventure,12,114
3675,Fantasy,14,740
3676,Action,28,740
3677,Science Fiction,878,740
3678,Thriller,53,740
3679,Horror,27,740
3680,Comedy,35,415
3681,Family,10751,415
3682,Drama,18,135
3683,Romance,10749,135
3684,Comedy,35,554
3685,Music,10402,554
3686,Romance,10749,554
3687,Adventure,12,1789
3688,Comedy,35,1789
3689,Science Fiction,878,1789
3690,Comedy,35,284
3691,Horror,27,902
3692,Mystery,9648,902
3693,Thriller,53,474
3694,Crime,80,474
3695,Mystery,9648,474
3696,Drama,18,275
3697,Music,10402,275
3698,Comedy,35,1695
3699,Comedy,35,40
3700,Drama,18,40
3701,Horror,27,866
3702,Mystery,9648,866
3703,Comedy,35,140
3704,Crime,80,140
3705,Romance,10749,140
3706,Drama,18,432
3707,Romance,10749,432
3708,Comedy,35,182
3709,Drama,18,182
3710,Romance,10749,182
3711,Comedy,35,275
3712,Comedy,35,1468
3713,Western,37,1468
3714,Adventure,12,138
3715,Fantasy,14,138
3716,Action,28,138
3717,Thriller,53,138
3718,Science Fiction,878,138
3719,Drama,18,708
3720,Comedy,35,412
3721,Drama,18,412
3722,Romance,10749,412
3723,Drama,18,186
3724,Crime,80,135
3725,Action,28,135
3726,Adventure,12,135
3727,Drama,18,155
3728,Romance,10749,155
3729,Drama,18,71
3730,Horror,27,71
3731,Thriller,53,71
3732,Crime,80,71
3733,Comedy,35,45
3734,Fantasy,14,147
3735,Horror,27,147
3736,Science Fiction,878,147
3737,Action,28,56
3738,Adventure,12,56
3739,Drama,18,56
3740,Drama,18,477
3741,Drama,18,278
3742,Romance,10749,278
3743,Horror,27,205
3744,Drama,18,345
3745,Crime,80,345
3746,Comedy,35,81
3747,War,10752,81
3748,Action,28,824
3749,Thriller,53,824
3750,Crime,80,824
3751,Drama,18,824
3752,Fantasy,14,190
3753,Animation,16,190
3754,Drama,18,190
3755,Romance,10749,190
3756,Family,10751,190
3757,Crime,80,92
3758,Drama,18,92
3759,Mystery,9648,92
3760,Drama,18,48
3761,Romance,10749,48
3762,Action,28,119
3763,Drama,18,67
3764,Thriller,53,67
3765,Drama,18,256
3766,Drama,18,642
3767,History,36,642
3768,Action,28,81
3769,Crime,80,81
3770,Drama,18,81
3771,Thriller,53,81
3772,Action,28,145
3773,Drama,18,145
3774,Thriller,53,145
3775,Crime,80,145
3776,Thriller,53,2025
3777,Drama,18,2025
3778,Action,28,28
3779,Adventure,12,28
3780,Comedy,35,28
3781,Adventure,12,1176
3782,Animation,16,1176
3783,Comedy,35,1176
3784,Family,10751,1176
3785,Comedy,35,124
3786,Drama,18,124
3787,Romance,10749,124
3788,Comedy,35,125
3789,Fantasy,14,125
3790,Science Fiction,878,125
3791,Comedy,35,3310
3792,Romance,10749,3310
3793,Comedy,35,185
3794,Comedy,35,248
3795,Adventure,12,152
3796,Drama,18,152
3797,Romance,10749,152
3798,Drama,18,54
3799,Mystery,9648,54
3800,Horror,27,105
3801,Thriller,53,105
3802,Adventure,12,348
3803,Fantasy,14,348
3804,Action,28,348
3805,Thriller,53,348
3806,Action,28,482
3807,Comedy,35,482
3808,Thriller,53,482
3809,Comedy,35,47
3810,Music,10402,47
3811,Action,28,21
3812,Drama,18,21
3813,Thriller,53,21
3814,Action,28,135
3815,Science Fiction,878,135
3816,Action,28,774
3817,Horror,27,774
3818,Mystery,9648,774
3819,Science Fiction,878,774
3820,Thriller,53,774
3821,Action,28,135
3822,Science Fiction,878,135
3823,Thriller,53,135
3824,Action,28,28
3825,Adventure,12,28
3826,Drama,18,28
3827,Thriller,53,28
3828,Comedy,35,171
3829,Fantasy,14,171
3830,Science Fiction,878,171
3831,Science Fiction,878,1182
3832,Thriller,53,1182
3833,Drama,18,373
3834,Comedy,35,373
3835,Adventure,12,15
3836,Fantasy,14,15
3837,Animation,16,15
3838,Comedy,35,15
3839,Science Fiction,878,15
3840,Family,10751,15
3841,Action,28,392
3842,Drama,18,392
3843,Crime,80,392
3844,Adventure,12,213
3845,Action,28,213
3846,Family,10751,213
3847,Thriller,53,1006
3848,Drama,18,1006
3849,Mystery,9648,1006
3850,Action,28,398
3851,Crime,80,398
3852,Thriller,53,398
3853,Drama,18,398
3854,Action,28,96
3855,Adventure,12,96
3856,Thriller,53,96
3857,Drama,18,96
3858,Comedy,35,275
3859,Drama,18,275
3860,Action,28,83
3861,Drama,18,83
3862,History,36,83
3863,Action,28,17
3864,History,36,17
3865,War,10752,17
3866,Action,28,2854
3867,Science Fiction,878,2854
3868,Drama,18,2854
3869,Adventure,12,313
3870,Animation,16,313
3871,Comedy,35,313
3872,Family,10751,313
3873,Fantasy,14,313
3874,Action,28,15
3875,Comedy,35,15
3876,Fantasy,14,953
3877,Action,28,953
3878,Thriller,53,953
3879,Action,28,135
3880,Adventure,12,135
3881,War,10752,135
3882,History,36,135
3883,Drama,18,798
3884,Romance,10749,798
3885,Fantasy,14,798
3886,Comedy,35,191
3887,Animation,16,932
3888,Comedy,35,932
3889,Family,10751,932
3890,Science Fiction,878,1264
3891,Action,28,1264
3892,Adventure,12,1264
3893,Thriller,53,1264
3894,Romance,10749,32
3895,Drama,18,32
3896,Comedy,35,490
3897,Action,28,490
3898,Adventure,12,490
3899,Fantasy,14,490
3900,Science Fiction,878,490
3901,Comedy,35,433
3902,Adventure,12,205
3903,Drama,18,205
3904,Action,28,205
3905,Comedy,35,394
3906,Romance,10749,394
3907,Comedy,35,972
3908,Romance,10749,972
3909,Comedy,35,94
3910,Family,10751,94
3911,Action,28,521
3912,Adventure,12,521
3913,Family,10751,521
3914,Science Fiction,878,452
3915,Action,28,452
3916,Adventure,12,452
3917,Thriller,53,452
3918,Action,28,273
3919,Drama,18,273
3920,History,36,273
3921,Drama,18,850
3922,Romance,10749,850
3923,Adventure,12,19
3924,Family,10751,19
3925,Fantasy,14,19
3926,Animation,16,19
3927,Drama,18,396
3928,Drama,18,264
3929,Thriller,53,264
3930,Crime,80,254
3931,Comedy,35,254
3932,Romance,10749,254
3933,Action,28,567
3934,Comedy,35,567
3935,Family,10751,567
3936,Drama,18,88
3937,Romance,10749,88
3938,Thriller,53,88
3939,Comedy,35,40
3940,Horror,27,756
3941,Mystery,9648,756
3942,Thriller,53,756
3943,Drama,18,80
3944,Thriller,53,80
3945,Music,10402,190
3946,Drama,18,190
3947,Comedy,35,190
3948,Drama,18,417
3949,Action,28,86
3950,Drama,18,86
3951,Horror,27,1588
3952,Mystery,9648,1588
3953,Science Fiction,878,1588
3954,Science Fiction,878,2035
3955,Action,28,2035
3956,Thriller,53,2035
3957,Action,28,52
3958,Adventure,12,52
3959,Mystery,9648,52
3960,Thriller,53,52
3961,Action,28,19
3962,Western,37,19
3963,Adventure,12,605
3964,Family,10751,605
3965,Fantasy,14,605
3966,Drama,18,701
3967,Adventure,12,75
3968,Action,28,75
3969,Comedy,35,75
3970,Romance,10749,75
3971,Drama,18,71
3972,Adventure,12,1945
3973,Science Fiction,878,1945
3974,Drama,18,1915
3975,Crime,80,1468
3976,Drama,18,1468
3977,Thriller,53,1468
3978,Romance,10749,594
3979,Comedy,35,594
3980,Drama,18,594
3981,Comedy,35,1222
3982,Drama,18,1222
3983,Adventure,12,330
3984,Comedy,35,330
3985,Family,10751,330
3986,Fantasy,14,330
3987,Drama,18,2277
3988,Action,28,2277
3989,Drama,18,825
3990,Action,28,511
3991,Comedy,35,511
3992,Crime,80,511
3993,Comedy,35,1201
3994,Romance,10749,1201
3995,Drama,18,163
3996,Family,10751,163
3997,Adventure,12,3561
3998,Fantasy,14,3561
3999,Drama,18,3561
4000,Romance,10749,3561
4001,Drama,18,594
4002,Thriller,53,594
4003,Crime,80,594
4004,Action,28,352
4005,Comedy,35,352
4006,Crime,80,352
4007,Comedy,35,2972
4008,Crime,80,2972
4009,Action,28,23
4010,Fantasy,14,23
4011,Science Fiction,878,23
4012,Thriller,53,23
4013,Drama,18,198
4014,Action,28,198
4015,Thriller,53,198
4016,Adventure,12,338
4017,Action,28,338
4018,Thriller,53,338
4019,Science Fiction,878,894
4020,Comedy,35,894
4021,Adventure,12,894
4022,Family,10751,96
4023,Drama,18,96
4024,Thriller,53,173
4025,Action,28,258
4026,Drama,18,258
4027,Drama,18,692
4028,Comedy,35,692
4029,Romance,10749,692
4030,History,36,40
4031,Drama,18,40
4032,Drama,18,32
4033,Romance,10749,32
4034,Drama,18,556
4035,Thriller,53,556
4036,Horror,27,556
4037,Thriller,53,1808
4038,Science Fiction,878,1808
4039,Mystery,9648,1808
4040,Romance,10749,1808
4041,Drama,18,14
4042,Comedy,35,14
4043,Animation,16,99
4044,Family,10751,99
4045,Comedy,35,71
4046,Comedy,35,6173
4047,Action,28,379
4048,Drama,18,379
4049,History,36,379
4050,Adventure,12,1011
4051,Comedy,35,1011
4052,Crime,80,1011
4053,Science Fiction,878,1011
4054,Fantasy,14,2096
4055,Action,28,2096
4056,Drama,18,27
4057,Adventure,12,811
4058,Action,28,811
4059,Comedy,35,811
4060,Thriller,53,811
4061,Crime,80,811
4062,Drama,18,1597
4063,Action,28,867
4064,Comedy,35,867
4065,Family,10751,867
4066,Adventure,12,867
4067,Comedy,35,2277
4068,Crime,80,2277
4069,Drama,18,1668
4070,Adventure,12,1668
4071,Western,37,1668
4072,Comedy,35,3088
4073,Drama,18,3088
4074,Romance,10749,3088
4075,Science Fiction,878,530
4076,Adventure,12,530
4077,Mystery,9648,530
4078,Comedy,35,1645
4079,Crime,80,1645
4080,Crime,80,675
4081,Thriller,53,675
4082,Drama,18,1375
4083,Crime,80,1375
4084,Comedy,35,1181
4085,Comedy,35,225
4086,Romance,10749,225
4087,Drama,18,542
4088,Romance,10749,542
4089,War,10752,542
4090,Crime,80,1310
4091,Drama,18,1310
4092,Mystery,9648,1310
4093,Thriller,53,1310
4094,Adventure,12,550
4095,Comedy,35,550
4096,Family,10751,550
4097,Comedy,35,177
4098,Romance,10749,177
4099,Science Fiction,878,453
4100,Horror,27,453
4101,Action,28,453
4102,Horror,27,1180
4103,Horror,27,436
4104,Science Fiction,878,436
4105,Thriller,53,436
4106,Action,28,1018
4107,Adventure,12,1018
4108,Drama,18,1018
4109,Drama,18,103
4110,Adventure,12,345
4111,Animation,16,345
4112,Comedy,35,345
4113,Family,10751,345
4114,Drama,18,141
4115,Romance,10749,2237
4116,Comedy,35,2237
4117,Comedy,35,1462
4118,Comedy,35,1226
4119,Drama,18,1226
4120,History,36,1226
4121,Drama,18,370
4122,History,36,370
4123,Comedy,35,896
4124,Comedy,35,210
4125,Family,10751,210
4126,Fantasy,14,1428
4127,Action,28,1428
4128,Adventure,12,1428
4129,Science Fiction,878,1428
4130,Thriller,53,1428
4131,Comedy,35,253
4132,Comedy,35,242
4133,Comedy,35,140
4134,Romance,10749,140
4135,Crime,80,1147
4136,Drama,18,1147
4137,Thriller,53,1147
4138,Horror,27,2065
4139,Action,28,2065
4140,Science Fiction,878,2065
4141,Horror,27,794
4142,Comedy,35,415
4143,Crime,80,415
4144,Thriller,53,415
4145,Action,28,613
4146,Action,28,3417
4147,Thriller,53,3417
4148,Science Fiction,878,3417
4149,Comedy,35,458
4150,Romance,10749,458
4151,Comedy,35,296
4152,Drama,18,296
4153,Romance,10749,296
4154,Adventure,12,287
4155,Comedy,35,287
4156,Fantasy,14,287
4157,Comedy,35,97
4158,Family,10751,97
4159,Action,28,325
4160,Adventure,12,325
4161,Thriller,53,325
4162,Drama,18,1864
4163,War,10752,1864
4164,Drama,18,35
4165,History,36,35
4166,Horror,27,677
4167,Drama,18,811
4168,Romance,10749,811
4169,Drama,18,741
4170,Crime,80,741
4171,History,36,741
4172,Horror,27,485
4173,Mystery,9648,485
4174,Thriller,53,485
4175,Drama,18,239
4176,Fantasy,14,239
4177,Horror,27,239
4178,Science Fiction,878,730
4179,Action,28,730
4180,Thriller,53,730
4181,Drama,18,238
4182,Comedy,35,245
4183,Romance,10749,245
4184,Science Fiction,878,233
4185,Comedy,35,325
4186,Romance,10749,325
4187,Action,28,300
4188,Thriller,53,300
4189,Crime,80,300
4190,Mystery,9648,300
4191,Crime,80,157
4192,Drama,18,157
4193,Mystery,9648,157
4194,Thriller,53,157
4195,Crime,80,318
4196,Action,28,318
4197,Thriller,53,318
4198,Comedy,35,436
4199,Fantasy,14,436
4200,Crime,80,81
4201,History,36,81
4202,Drama,18,523
4203,Mystery,9648,523
4204,Science Fiction,878,523
4205,Thriller,53,523
4206,Family,10751,437
4207,Fantasy,14,437
4208,Comedy,35,437
4209,Drama,18,823
4210,Thriller,53,961
4211,Action,28,961
4212,Mystery,9648,961
4213,Animation,16,235
4214,Family,10751,235
4215,Adventure,12,235
4216,Comedy,35,161
4217,Drama,18,161
4218,Action,28,379
4219,Comedy,35,379
4220,Science Fiction,878,379
4221,Thriller,53,593
4222,Crime,80,593
4223,Drama,18,593
4224,Horror,27,167
4225,Comedy,35,167
4226,Crime,80,832
4227,Action,28,832
4228,Thriller,53,832
4229,Action,28,647
4230,Comedy,35,647
4231,Crime,80,647
4232,War,10752,159
4233,Adventure,12,159
4234,Drama,18,159
4235,Romance,10749,159
4236,Action,28,1455
4237,Crime,80,1455
4238,Comedy,35,293
4239,Romance,10749,293
4240,Comedy,35,149
4241,Action,28,191
4242,Horror,27,191
4243,Thriller,53,191
4244,Fantasy,14,129
4245,Action,28,129
4246,Adventure,12,129
4247,Action,28,216
4248,Adventure,12,216
4249,Drama,18,216
4250,History,36,216
4251,Action,28,31
4252,Adventure,12,31
4253,Drama,18,31
4254,Thriller,53,31
4255,Comedy,35,212
4256,Music,10402,212
4257,Drama,18,108
4258,Romance,10749,108
4259,Action,28,55
4260,Western,37,55
4261,Drama,18,322
4262,History,36,322
4263,Romance,10749,322
4264,Action,28,220
4265,Crime,80,220
4266,Mystery,9648,220
4267,Thriller,53,220
4268,Drama,18,987
4269,Fantasy,14,987
4270,Action,28,64
4271,Adventure,12,64
4272,Thriller,53,64
4273,Action,28,555
4274,Drama,18,555
4275,Thriller,53,555
4276,Crime,80,555
4277,Drama,18,91
4278,Fantasy,14,91
4279,Horror,27,91
4280,Mystery,9648,91
4281,Romance,10749,91
4282,Thriller,53,91
4283,Action,28,294
4284,Crime,80,294
4285,Family,10751,135
4286,Fantasy,14,135
4287,Comedy,35,135
4288,Adventure,12,1121
4289,Drama,18,1121
4290,Thriller,53,1121
4291,Fantasy,14,9
4292,Family,10751,9
4293,Action,28,9
4294,Comedy,35,357
4295,Drama,18,357
4296,Romance,10749,357
4297,Drama,18,53
4298,Action,28,115
4299,Crime,80,115
4300,Drama,18,115
