,g_name,g_id,votecount
4301,Thriller,53,115
4302,Action,28,60
4303,Crime,80,60
4304,Drama,18,60
4305,Mystery,9648,60
4306,Thriller,53,60
4307,Thriller,53,142
4308,Crime,80,142
4309,Romance,10749,142
4310,Action,28,34
4311,History,36,34
4312,War,10752,34
4313,War,10752,25
4314,Adventure,12,25
4315,Drama,18,25
4316,Romance,10749,25
4317,Drama,18,49
4318,War,10752,49
4319,Romance,10749,49
4320,Western,37,49
4321,Drama,18,291
4322,Action,28,307
4323,Comedy,35,307
4324,Western,37,307
4325,Crime,80,307
4326,Drama,18,0
4327,Crime,80,0
4328,Action,28,5371
4329,Mystery,9648,5371
4330,Science Fiction,878,5371
4331,Thriller,53,5371
4332,Comedy,35,320
4333,Drama,18,169
4334,Romance,10749,169
4335,Drama,18,827
4336,Adventure,12,827
4337,Science Fiction,878,827
4338,Romance,10749,827
4339,Action,28,29
4340,Comedy,35,29
4341,Thriller,53,29
4342,Action,28,344
4343,Crime,80,344
4344,Drama,18,344
4345,Thriller,53,344
4346,Animation,16,926
4347,Family,10751,926
4348,Drama,18,1064
4349,Romance,10749,1064
4350,Drama,18,254
4351,Science Fiction,878,254
4352,Thriller,53,254
4353,Romance,10749,18
4354,Drama,18,18
4355,Adventure,12,18
4356,Comedy,35,240
4357,Romance,10749,240
4358,Drama,18,224
4359,History,36,224
4360,Drama,18,67
4361,History,36,67
4362,Drama,18,877
4363,Action,28,110
4364,Crime,80,110
4365,Thriller,53,110
4366,Crime,80,506
4367,Comedy,35,506
4368,Family,10751,121
4369,Fantasy,14,121
4370,Animation,16,121
4371,Adventure,12,121
4372,Horror,27,469
4373,Action,28,469
4374,Thriller,53,469
4375,Science Fiction,878,469
4376,Music,10402,663
4377,Drama,18,663
4378,Romance,10749,663
4379,Action,28,497
4380,Crime,80,497
4381,Horror,27,497
4382,Thriller,53,497
4383,Mystery,9648,110
4384,Thriller,53,110
4385,Action,28,766
4386,Crime,80,766
4387,Drama,18,766
4388,Drama,18,238
4389,Action,28,799
4390,Crime,80,799
4391,Thriller,53,799
4392,Comedy,35,116
4393,Drama,18,116
4394,Adventure,12,4665
4395,Action,28,4665
4396,Science Fiction,878,4665
4397,Action,28,363
4398,Thriller,53,363
4399,Science Fiction,878,363
4400,Drama,18,813
4401,Romance,10749,813
4402,Comedy,35,394
4403,Comedy,35,987
4404,Family,10751,987
4405,Fantasy,14,987
4406,Drama,18,323
4407,Fantasy,14,323
4408,Romance,10749,323
4409,Science Fiction,878,323
4410,Adventure,12,185
4411,Comedy,35,185
4412,Family,10751,185
4413,Fantasy,14,390
4414,Comedy,35,390
4415,Drama,18,390
4416,Comedy,35,359
4417,Family,10751,359
4418,Comedy,35,1661
4419,Romance,10749,1661
4420,Action,28,2359
4421,Comedy,35,2359
4422,Horror,27,242
4423,Drama,18,544
4424,Action,28,394
4425,Crime,80,394
4426,Drama,18,394
4427,Thriller,53,394
4428,Comedy,35,414
4429,Crime,80,313
4430,Comedy,35,313
4431,Action,28,313
4432,Thriller,53,2699
4433,Science Fiction,878,2699
4434,Mystery,9648,2699
4435,Action,28,374
4436,Adventure,12,374
4437,Drama,18,374
4438,Thriller,53,374
4439,Thriller,53,1018
4440,Drama,18,1018
4441,Mystery,9648,1018
4442,Adventure,12,232
4443,Drama,18,232
4444,Family,10751,232
4445,Action,28,143
4446,Comedy,35,143
4447,Drama,18,67
4448,Family,10751,67
4449,Drama,18,832
4450,Thriller,53,832
4451,Crime,80,832
4452,Action,28,1061
4453,Thriller,53,1061
4454,Crime,80,1061
4455,Action,28,427
4456,Western,37,427
4457,Action,28,104
4458,Comedy,35,104
4459,Romance,10749,104
4460,Thriller,53,104
4461,Drama,18,225
4462,Action,28,620
4463,Science Fiction,878,620
4464,Thriller,53,620
4465,Crime,80,620
4466,Fantasy,14,104
4467,Drama,18,104
4468,Horror,27,104
4469,Action,28,104
4470,Thriller,53,104
4471,Science Fiction,878,104
4472,Fantasy,14,44
4473,Comedy,35,44
4474,Family,10751,44
4475,Comedy,35,724
4476,Animation,16,24
4477,Comedy,35,24
4478,Family,10751,24
4479,Music,10402,24
4480,Drama,18,18
4481,War,10752,86
4482,Crime,80,86
4483,Drama,18,86
4484,Mystery,9648,86
4485,Romance,10749,86
4486,Thriller,53,86
4487,Adventure,12,13
4488,Drama,18,2055
4489,War,10752,2055
4490,Comedy,35,262
4491,Drama,18,262
4492,Romance,10749,262
4493,Music,10402,113
4494,Drama,18,113
4495,Family,10751,113
4496,Action,28,557
4497,Drama,18,279
4498,Drama,18,2415
4499,Action,28,541
4500,Adventure,12,541
4501,Thriller,53,541
4502,Science Fiction,878,541
4503,Comedy,35,4519
4504,Drama,18,4519
4505,Drama,18,131
4506,Mystery,9648,131
4507,Comedy,35,433
4508,Horror,27,433
4509,Crime,80,462
4510,Drama,18,462
4511,Science Fiction,878,462
4512,Thriller,53,462
4513,Comedy,35,1195
4514,Comedy,35,302
4515,Thriller,53,302
4516,Crime,80,302
4517,Action,28,677
4518,Comedy,35,677
4519,Crime,80,677
4520,Drama,18,677
4521,Music,10402,677
4522,Comedy,35,875
4523,Drama,18,875
4524,Comedy,35,1344
4525,Romance,10749,1344
4526,Animation,16,5269
4527,Comedy,35,5269
4528,Family,10751,5269
4529,Action,28,1783
4530,Adventure,12,1783
4531,Crime,80,1783
4532,Drama,18,1293
4533,Romance,10749,1293
4534,Drama,18,89
4535,Drama,18,821
4536,Action,28,957
4537,Adventure,12,957
4538,Thriller,53,957
4539,Drama,18,1101
4540,Comedy,35,981
4541,Horror,27,848
4542,Comedy,35,848
4543,Fantasy,14,848
4544,Crime,80,1099
4545,Comedy,35,1099
4546,Adventure,12,1099
4547,Comedy,35,1023
4548,Family,10751,1023
4549,Romance,10749,1023
4550,Comedy,35,166
4551,Crime,80,5765
4552,Mystery,9648,5765
4553,Thriller,53,5765
4554,Science Fiction,878,3382
4555,Animation,16,574
4556,Comedy,35,574
4557,Family,10751,574
4558,Thriller,53,1422
4559,Crime,80,1422
4560,Drama,18,1422
4561,Mystery,9648,1422
4562,Drama,18,2439
4563,Comedy,35,503
4564,Crime,80,503
4565,Romance,10749,3067
4566,Drama,18,3067
4567,Comedy,35,978
4568,Romance,10749,978
4569,Comedy,35,449
4570,Drama,18,449
4571,Family,10751,449
4572,Music,10402,449
4573,Romance,10749,449
4574,Adventure,12,100
4575,Animation,16,100
4576,Comedy,35,100
4577,Family,10751,100
4578,Drama,18,56
4579,Romance,10749,56
4580,Adventure,12,619
4581,Drama,18,619
4582,Romance,10749,619
4583,War,10752,619
4584,Drama,18,1205
4585,Romance,10749,1205
4586,Drama,18,362
4587,Comedy,35,362
4588,Horror,27,2652
4589,Comedy,35,2652
4590,Romance,10749,2652
4591,Action,28,4697
4592,Thriller,53,4697
4593,Science Fiction,878,4697
4594,Fantasy,14,95
4595,Comedy,35,95
4596,Science Fiction,878,95
4597,Romance,10749,95
4598,Fantasy,14,733
4599,Drama,18,733
4600,Comedy,35,733
4601,Family,10751,733
4602,Drama,18,284
4603,Comedy,35,284
4604,Romance,10749,284
4605,Comedy,35,1172
4606,Romance,10749,1172
4607,Drama,18,1172
4608,Action,28,607
4609,Crime,80,607
4610,Comedy,35,205
4611,Drama,18,81
4612,Romance,10749,81
4613,Comedy,35,856
4614,Action,28,214
4615,Adventure,12,214
4616,Comedy,35,214
4617,Thriller,53,214
4618,Comedy,35,1204
4619,Fantasy,14,1204
4620,Romance,10749,1204
4621,Fantasy,14,1990
4622,Comedy,35,1990
4623,Romance,10749,1990
4624,Animation,16,319
4625,Comedy,35,319
4626,Family,10751,319
4627,Adventure,12,319
4628,Crime,80,1317
4629,Drama,18,1317
4630,Romance,10749,196
4631,Drama,18,196
4632,Science Fiction,878,376
4633,Action,28,376
4634,Adventure,12,376
4635,Thriller,53,376
4636,Comedy,35,100
4637,Drama,18,100
4638,Family,10751,100
4639,Fantasy,14,100
4640,Comedy,35,521
4641,Crime,80,521
4642,Adventure,12,506
4643,Action,28,506
4644,Thriller,53,506
4645,Adventure,12,643
4646,Animation,16,643
4647,Comedy,35,643
4648,Family,10751,643
4649,Drama,18,977
4650,Romance,10749,977
4651,Comedy,35,123
4652,Drama,18,1049
4653,Romance,10749,1049
4654,Comedy,35,796
4655,Drama,18,796
4656,Romance,10749,796
4657,Action,28,243
4658,Thriller,53,243
4659,Crime,80,243
4660,Comedy,35,140
4661,Romance,10749,1894
4662,Fantasy,14,1894
4663,Animation,16,1894
4664,Music,10402,1894
4665,Drama,18,144
4666,Action,28,2416
4667,Crime,80,2416
4668,Drama,18,2416
4669,Mystery,9648,2416
4670,Thriller,53,2416
4671,Action,28,2067
4672,Drama,18,2067
4673,Horror,27,966
4674,Thriller,53,966
4675,Fantasy,14,1990
4676,Drama,18,1990
4677,Romance,10749,1990
4678,Comedy,35,260
4679,Drama,18,260
4680,Family,10751,260
4681,Drama,18,582
4682,Romance,10749,582
4683,Adventure,12,159
4684,Comedy,35,721
4685,Drama,18,721
4686,Fantasy,14,721
4687,Romance,10749,721
4688,Horror,27,767
4689,Thriller,53,767
4690,Horror,27,2263
4691,Thriller,53,2263
4692,Comedy,35,359
4693,Adventure,12,238
4694,Comedy,35,238
4695,Crime,80,238
4696,Action,28,703
4697,Science Fiction,878,703
4698,Horror,27,384
4699,Comedy,35,384
4700,Music,10402,384
4701,Action,28,1263
4702,Thriller,53,1263
4703,Adventure,12,1263
4704,Action,28,221
4705,Fantasy,14,221
4706,Science Fiction,878,221
4707,Comedy,35,359
4708,Romance,10749,359
4709,Drama,18,359
4710,Drama,18,1463
4711,Horror,27,1463
4712,Music,10402,162
4713,Action,28,206
4714,Adventure,12,206
4715,Crime,80,206
4716,Drama,18,206
4717,Action,28,66
4718,Comedy,35,66
4719,Action,28,1262
4720,Adventure,12,1262
4721,Animation,16,1262
4722,Science Fiction,878,1262
4723,Thriller,53,1262
4724,Thriller,53,1323
4725,Crime,80,1323
4726,Drama,18,1323
4727,Comedy,35,278
4728,Romance,10749,278
4729,Animation,16,258
4730,Family,10751,258
4731,Comedy,35,210
4732,Comedy,35,66
4733,Drama,18,66
4734,Drama,18,158
4735,Music,10402,158
4736,Drama,18,27
4737,Romance,10749,27
4738,Action,28,163
4739,Crime,80,163
4740,Science Fiction,878,163
4741,Thriller,53,163
4742,Fantasy,14,442
4743,Drama,18,442
4744,Action,28,442
4745,Comedy,35,442
4746,Crime,80,442
4747,Science Fiction,878,442
4748,Thriller,53,690
4749,Crime,80,690
4750,Horror,27,690
4751,Action,28,339
4752,Thriller,53,339
4753,Comedy,35,112
4754,Romance,10749,112
4755,Drama,18,112
4756,Comedy,35,457
4757,Comedy,35,66
4758,Drama,18,66
4759,Romance,10749,905
4760,Drama,18,905
4761,Thriller,53,905
4762,Crime,80,905
4763,Science Fiction,878,458
4764,Action,28,458
4765,Thriller,53,458
4766,Thriller,53,311
4767,Action,28,127
4768,Drama,18,127
4769,Crime,80,127
4770,Thriller,53,127
4771,Action,28,47
4772,Comedy,35,47
4773,Thriller,53,47
4774,Action,28,295
4775,Comedy,35,295
4776,Horror,27,295
4777,Thriller,53,295
4778,Drama,18,1233
4779,Comedy,35,1233
4780,Romance,10749,1233
4781,Crime,80,313
4782,Mystery,9648,313
4783,Thriller,53,313
4784,Drama,18,125
4785,Comedy,35,278
4786,Thriller,53,278
4787,Crime,80,278
4788,Horror,27,671
4789,Thriller,53,671
4790,Science Fiction,878,671
4791,Comedy,35,221
4792,Fantasy,14,221
4793,Science Fiction,878,221
4794,Thriller,53,240
4795,Crime,80,240
4796,Drama,18,240
4797,Action,28,202
4798,Adventure,12,202
4799,Horror,27,202
4800,Thriller,53,202
4801,Comedy,35,68
4802,Romance,10749,68
4803,Drama,18,157
4804,Mystery,9648,157
4805,Romance,10749,157
4806,Thriller,53,157
4807,Horror,27,603
4808,Comedy,35,603
4809,Drama,18,330
4810,History,36,330
4811,Romance,10749,330
4812,Action,28,72
4813,Science Fiction,878,72
4814,Drama,18,44
4815,Thriller,53,44
4816,Action,28,462
4817,Adventure,12,462
4818,Fantasy,14,462
4819,Science Fiction,878,462
4820,Thriller,53,462
4821,Action,28,1266
4822,Crime,80,1266
4823,Thriller,53,1266
4824,Drama,18,114
4825,Horror,27,114
4826,Science Fiction,878,114
4827,Thriller,53,114
4828,Comedy,35,152
4829,Romance,10749,152
4830,Comedy,35,131
4831,Animation,16,131
4832,Family,10751,131
4833,Drama,18,161
4834,Adventure,12,869
4835,Fantasy,14,869
4836,Mystery,9648,869
4837,Comedy,35,129
4838,Drama,18,129
4839,Crime,80,543
4840,Thriller,53,543
4841,Drama,18,543
4842,Action,28,153
4843,Crime,80,153
4844,Drama,18,153
4845,War,10752,383
4846,Drama,18,1069
4847,Crime,80,1069
4848,Thriller,53,638
4849,Action,28,638
4850,Crime,80,638
4851,Drama,18,638
4852,Drama,18,144
4853,Romance,10749,144
4854,Crime,80,31
4855,Drama,18,31
4856,Thriller,53,31
4857,Action,28,29
4858,Adventure,12,29
4859,Drama,18,29
4860,Romance,10749,29
4861,Drama,18,141
4862,Family,10751,141
4863,Romance,10749,141
4864,Fantasy,14,29
4865,Drama,18,29
4866,Action,28,29
4867,Thriller,53,29
4868,Romance,10749,29
4869,Adventure,12,205
4870,Action,28,205
4871,Thriller,53,205
4872,Action,28,776
4873,Drama,18,776
4874,Western,37,776
4875,Adventure,12,41
4876,Drama,18,41
4877,Action,28,41
4878,History,36,41
4879,War,10752,41
4880,Comedy,35,306
4881,Thriller,53,656
4882,Crime,80,656
4883,Drama,18,656
4884,Action,28,286
4885,Thriller,53,286
4886,Crime,80,286
4887,Animation,16,90
4888,Family,10751,90
4889,Comedy,35,90
4890,History,36,38
4891,Drama,18,38
4892,Drama,18,16
4893,Romance,10749,195
4894,Drama,18,195
4895,Fantasy,14,7
4896,Adventure,12,7
4897,Animation,16,7
4898,Crime,80,69
4899,Thriller,53,69
4900,Adventure,12,2238
4901,Animation,16,2238
4902,Comedy,35,2238
4903,Fantasy,14,2238
4904,Comedy,35,1940
4905,Music,10402,1940
4906,Drama,18,718
4907,Music,10402,718
4908,Romance,10749,718
4909,Comedy,35,159
4910,Adventure,12,135
4911,Fantasy,14,135
4912,Action,28,135
4913,Comedy,35,135
4914,Family,10751,135
4915,Drama,18,328
4916,History,36,328
4917,Comedy,35,275
4918,Crime,80,275
4919,Drama,18,275
4920,Romance,10749,275
4921,Thriller,53,275
4922,Comedy,35,85
4923,Romance,10749,85
4924,Comedy,35,431
4925,Drama,18,51
4926,Comedy,35,26
4927,Drama,18,26
4928,Romance,10749,26
4929,Drama,18,287
4930,Horror,27,287
4931,Comedy,35,287
4932,Drama,18,455
4933,Mystery,9648,455
4934,Thriller,53,455
4935,Fantasy,14,455
4936,Animation,16,3416
4937,Family,10751,3416
4938,Comedy,35,3416
4939,Adventure,12,3416
4940,Fantasy,14,3416
4941,Romance,10749,3416
4942,Drama,18,1355
4943,Music,10402,1355
4944,Adventure,12,2781
4945,Action,28,2781
4946,Animation,16,147
4947,Family,10751,147
4948,Crime,80,400
4949,Mystery,9648,400
4950,Thriller,53,400
4951,Action,28,400
4952,Comedy,35,392
4953,Drama,18,392
4954,Action,28,594
4955,Action,28,3948
4956,Thriller,53,3948
4957,Comedy,35,564
4958,Comedy,35,2607
4959,Drama,18,2607
4960,Music,10402,127
4961,Comedy,35,127
4962,Drama,18,127
4963,Drama,18,159
4964,History,36,159
4965,Fantasy,14,1016
4966,Horror,27,1016
4967,Action,28,1016
4968,Comedy,35,427
4969,Animation,16,356
4970,Science Fiction,878,356
4971,Comedy,35,1286
4972,Drama,18,1286
4973,Mystery,9648,1061
4974,Thriller,53,1061
4975,Comedy,35,799
4976,Adventure,12,490
4977,Action,28,490
4978,Thriller,53,490
4979,Comedy,35,521
4980,Romance,10749,521
4981,Thriller,53,282
4982,Science Fiction,878,282
4983,Action,28,282
4984,Crime,80,282
4985,Comedy,35,1337
4986,Romance,10749,823
4987,Comedy,35,471
4988,Family,10751,471
4989,Fantasy,14,471
4990,Comedy,35,327
4991,Action,28,4645
4992,Crime,80,4645
4993,Action,28,531
4994,Adventure,12,531
4995,Comedy,35,531
4996,Thriller,53,148
4997,Horror,27,148
4998,Family,10751,493
4999,Comedy,35,493
5000,Drama,18,1358
5001,Romance,10749,1358
5002,Science Fiction,878,3509
5003,Drama,18,3509
5004,Thriller,53,3509
5005,Adventure,12,148
5006,Action,28,883
5007,Drama,18,883
5008,Thriller,53,883
5009,Crime,80,883
5010,Drama,18,323
5011,Crime,80,323
5012,Thriller,53,323
5013,Horror,27,38
5014,Thriller,53,38
5015,Documentary,99,49
5016,Comedy,35,491
5017,Drama,18,491
5018,Family,10751,491
5019,Fantasy,14,491
5020,Romance,10749,491
5021,Drama,18,69
5022,Comedy,35,69
5023,Action,28,345
5024,Comedy,35,345
5025,Family,10751,345
5026,Adventure,12,46
5027,Comedy,35,46
5028,Family,10751,46
5029,Fantasy,14,46
5030,Action,28,296
5031,Horror,27,296
5032,Science Fiction,878,296
5033,Comedy,35,195
5034,Drama,18,195
5035,Romance,10749,640
5036,Horror,27,640
5037,Comedy,35,640
5038,Thriller,53,640
5039,Drama,18,91
5040,Comedy,35,244
5041,Romance,10749,244
5042,Drama,18,244
5043,Action,28,2224
5044,Adventure,12,2224
5045,Crime,80,2224
5046,Action,28,61
5047,Action,28,615
5048,Crime,80,615
5049,Drama,18,615
5050,Adventure,12,527
5051,Action,28,527
5052,Thriller,53,527
5053,Comedy,35,1214
5054,Romance,10749,1214
5055,Drama,18,1214
5056,Drama,18,598
5057,Comedy,35,57
5058,Drama,18,57
5059,Drama,18,67
5060,Adventure,12,67
5061,History,36,67
5062,Drama,18,235
5063,Romance,10749,235
5064,Drama,18,205
5065,Thriller,53,205
5066,Science Fiction,878,413
5067,Action,28,413
5068,Adventure,12,413
5069,Thriller,53,413
5070,Comedy,35,65
5071,Drama,18,65
5072,Romance,10749,65
5073,Drama,18,345
5074,Mystery,9648,345
5075,Thriller,53,345
5076,Crime,80,345
5077,Music,10402,1065
5078,Comedy,35,1065
5079,Action,28,1065
5080,Crime,80,1065
5081,Adventure,12,238
5082,Comedy,35,238
5083,Drama,18,238
5084,Family,10751,238
5085,Comedy,35,33
5086,Music,10402,33
5087,Drama,18,607
5088,Comedy,35,607
5089,Romance,10749,607
5090,Horror,27,247
5091,Comedy,35,247
5092,Action,28,247
5093,Science Fiction,878,247
5094,Thriller,53,247
5095,Drama,18,1323
5096,Thriller,53,1323
5097,Crime,80,1323
5098,Mystery,9648,1323
5099,Drama,18,235
5100,History,36,235
5101,Drama,18,288
5102,History,36,288
5103,Thriller,53,288
5104,Drama,18,1002
5105,Family,10751,1002
5106,Fantasy,14,1002
5107,Adventure,12,1002
5108,Mystery,9648,828
5109,Science Fiction,878,828
5110,Drama,18,396
5111,History,36,396
5112,Romance,10749,396
5113,Adventure,12,120
5114,Family,10751,120
5115,Fantasy,14,120
5116,Crime,80,44
5117,Action,28,44
5118,Drama,18,44
5119,Horror,27,563
5120,Mystery,9648,563
5121,Thriller,53,563
5122,Crime,80,98
5123,Thriller,53,98
5124,Drama,18,79
5125,Family,10751,222
5126,Comedy,35,222
5127,Action,28,222
5128,Thriller,53,1068
5129,Thriller,53,173
5130,Action,28,173
5131,Comedy,35,173
5132,Crime,80,173
5133,Comedy,35,56
5134,Drama,18,56
5135,Mystery,9648,333
5136,Thriller,53,333
5137,Crime,80,333
5138,Comedy,35,127
5139,Drama,18,127
5140,Drama,18,23
5141,Thriller,53,23
5142,Comedy,35,6
5143,Drama,18,6
5144,Music,10402,6
5145,Action,28,788
5146,Adventure,12,788
5147,Comedy,35,788
5148,Family,10751,788
5149,Comedy,35,879
5150,Comedy,35,1983
5151,Romance,10749,1983
5152,Romance,10749,796
5153,History,36,796
5154,Crime,80,1131
5155,Drama,18,1131
5156,Mystery,9648,1131
5157,Thriller,53,1131
5158,Comedy,35,628
5159,Action,28,1148
5160,Comedy,35,1148
5161,Drama,18,399
5162,Romance,10749,399
5163,Comedy,35,399
5164,Western,37,262
5165,Drama,18,404
5166,Horror,27,404
5167,Science Fiction,878,404
5168,Thriller,53,404
5169,Drama,18,207
5170,History,36,207
5171,War,10752,207
5172,Horror,27,455
5173,Thriller,53,455
5174,Horror,27,1023
5175,Mystery,9648,1023
5176,Action,28,1112
5177,Adventure,12,1112
5178,Comedy,35,1112
5179,Horror,27,629
5180,Thriller,53,1573
5181,Crime,80,1573
5182,Action,28,1573
5183,Comedy,35,194
5184,Drama,18,194
5185,Romance,10749,194
5186,Adventure,12,89
5187,Family,10751,89
5188,Science Fiction,878,89
5189,Thriller,53,89
5190,Action,28,146
5191,Crime,80,146
5192,Drama,18,146
5193,Western,37,146
5194,Drama,18,633
5195,Thriller,53,633
5196,War,10752,633
5197,Comedy,35,144
5198,Comedy,35,718
5199,Romance,10749,718
5200,Drama,18,198
5201,Thriller,53,198
5202,Mystery,9648,198
5203,Romance,10749,198
5204,Crime,80,426
5205,Thriller,53,426
5206,Mystery,9648,426
5207,Comedy,35,54
5208,Action,28,110
5209,Fantasy,14,110
5210,Science Fiction,878,110
5211,Crime,80,34
5212,Drama,18,34
5213,Thriller,53,34
5214,Fantasy,14,62
5215,Horror,27,62
5216,Comedy,35,165
5217,Crime,80,165
5218,Mystery,9648,165
5219,Romance,10749,165
5220,Thriller,53,165
5221,Romance,10749,95
5222,Comedy,35,95
5223,Adventure,12,84
5224,Family,10751,84
5225,Science Fiction,878,1091
5226,Mystery,9648,1091
5227,Thriller,53,1091
5228,Drama,18,417
5229,Mystery,9648,417
5230,Thriller,53,417
5231,Drama,18,864
5232,Comedy,35,1591
5233,Drama,18,1591
5234,Family,10751,1591
5235,Drama,18,1709
5236,Drama,18,3086
5237,Drama,18,143
5238,History,36,143
5239,Action,28,4369
5240,Thriller,53,4369
5241,Drama,18,765
5242,Romance,10749,765
5243,Thriller,53,661
5244,Action,28,661
5245,Drama,18,661
5246,Music,10402,661
5247,Romance,10749,661
5248,Drama,18,4329
5249,History,36,4329
5250,War,10752,4329
5251,Drama,18,1910
5252,Drama,18,364
5253,Thriller,53,364
5254,Mystery,9648,500
5255,Fantasy,14,500
5256,Adventure,12,500
5257,Comedy,35,500
5258,Thriller,53,71
5259,Adventure,12,71
5260,Mystery,9648,71
5261,Fantasy,14,71
5262,Horror,27,594
5263,Thriller,53,64
5264,Drama,18,64
5265,Action,28,231
5266,Adventure,12,231
5267,Animation,16,231
5268,Comedy,35,231
5269,Family,10751,231
5270,Fantasy,14,231
5271,Science Fiction,878,231
5272,Action,28,2251
5273,Thriller,53,2251
5274,Science Fiction,878,2251
5275,Science Fiction,878,286
5276,Adventure,12,286
5277,Action,28,286
5278,Comedy,35,286
5279,Family,10751,286
5280,Crime,80,1384
5281,Drama,18,1384
5282,History,36,1384
5283,Thriller,53,1384
5284,Crime,80,3003
5285,Drama,18,3003
5286,Thriller,53,3003
5287,Action,28,853
5288,Comedy,35,853
5289,Comedy,35,1356
5290,Romance,10749,1356
5291,Drama,18,1356
5292,Comedy,35,951
5293,Drama,18,951
5294,Romance,10749,951
5295,Comedy,35,377
5296,Comedy,35,210
5297,Comedy,35,1331
5298,Romance,10749,1331
5299,Action,28,626
5300,Adventure,12,626
5301,Drama,18,626
5302,History,36,626
5303,Western,37,626
5304,Action,28,330
5305,Crime,80,330
5306,Thriller,53,330
5307,Horror,27,476
5308,Thriller,53,476
5309,Horror,27,974
5310,Mystery,9648,974
5311,Drama,18,946
5312,Romance,10749,946
5313,Adventure,12,1113
5314,Drama,18,1113
5315,Family,10751,1113
5316,Drama,18,1223
5317,Comedy,35,35
5318,Drama,18,35
5319,Action,28,1451
5320,Drama,18,1451
